bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PA679,403,SKPK-20,4826,10,16,2025-10-17 06:00:04.026261,345691.792,6298137.721
PA679,403,SKPK-21,7815,17,25,2025-10-17 06:00:04.026268,345691.792,6298137.721
PE1312,205C,VFPX-93,4624,9,15,2025-10-17 06:00:06.038842,348588.367,6285727.178
PE1312,205C,VFPH-79,6386,14,20,2025-10-17 06:00:06.038847,348588.367,6285727.178
PE1312,207,SVPX-51,998,0,3,2025-10-17 06:00:06.038848,348588.367,6285727.178
PE1312,207,LZPG-18,2258,0,6,2025-10-17 06:00:06.038849,348588.367,6285727.178
PE1312,207C,SRTH-12,287,0,3,2025-10-17 06:00:06.038850,348588.367,6285727.178
PE1312,207C,LZPS-10,2443,0,6,2025-10-17 06:00:06.038851,348588.367,6285727.178
PE1312,209,SFWZ-74,3136,0,8,2025-10-17 06:00:06.038852,348588.367,6285727.178
PE1312,209,SFWZ-58,6866,16,22,2025-10-17 06:00:06.038853,348588.367,6285727.178
PE1312,209C,SRTH-14,2969,0,8,2025-10-17 06:00:06.038853,348588.367,6285727.178
PE1312,209C,LZPG-11,6467,15,21,2025-10-17 06:00:06.038854,348588.367,6285727.178
PE1312,205,RWTP-95,2498,0,8,2025-10-17 06:00:06.038855,348588.367,6285727.178
PE1312,205,LZRB-94,6749,13,19,2025-10-17 06:00:06.038856,348588.367,6285727.178
PB117,425,SGPW-45,5683,9,15,2025-10-17 06:00:07.553216,348494.147,6304135.864
PB117,425,SHXG-85,10247,19,27,2025-10-17 06:00:07.553222,348494.147,6304135.864
PB117,429,SJPF-91,4068,0,10,2025-10-17 06:00:07.553224,348494.147,6304135.864
PB117,429,SJPF-97,11905,23,31,2025-10-17 06:00:07.553225,348494.147,6304135.864
PB117,722,STHK-36,7845,15,21,2025-10-17 06:00:07.553226,348494.147,6304135.864
PH443,H05,VFPJ-11,715,0,3,2025-10-17 06:00:09.503966,346756.915,6292260.23
PH443,H24,VGRB-23,1658,0,6,2025-10-17 06:00:09.503972,346756.915,6292260.23
PH443,H24,VGRG-34,5009,10,16,2025-10-17 06:00:09.503973,346756.915,6292260.23
PA136,204,VFPZ-74,12621,36,48,2025-10-17 06:00:11.678788,347601.41,6297943.36
PA136,204,VFPZ-78,14521,45,60,2025-10-17 06:00:11.678793,347601.41,6297943.36
PA136,204N,VFPJ-25,6996,16,22,2025-10-17 06:00:11.678794,347601.41,6297943.36
PA136,204N,VFPH-98,7187,16,22,2025-10-17 06:00:11.678795,347601.41,6297943.36
PJ1637,J07,VHZY-10,4993,0,8,2025-10-17 06:00:13.628874,330366.977,6298805.03
PJ1637,J07,VHZY-80,13679,22,30,2025-10-17 06:00:13.628880,330366.977,6298805.03
PF601,F13,SRRW-73,1366,0,8,2025-10-17 06:00:15.557609,349552.368,6277796.175
PF601,F13,SRPK-28,8558,20,28,2025-10-17 06:00:15.557614,349552.368,6277796.175
PF601,F30N,LBTS-90,8792,21,29,2025-10-17 06:00:15.557615,349552.368,6277796.175
PF601,F30N,LBTS-81,13252,31,41,2025-10-17 06:00:15.557616,349552.368,6277796.175
PG1190,G13,SHCX-16,3067,12,18,2025-10-17 06:00:19.442617,345643.605,6286304.898
PG1190,G13,SCRZ-12,4092,14,20,2025-10-17 06:00:19.442622,345643.605,6286304.898
PI1887,I35,SHXB-10,5261,12,18,2025-10-17 06:00:21.393930,332199.0,6282348.0
PI1887,I35,SCRZ-31,6397,16,22,2025-10-17 06:00:21.393936,332199.0,6282348.0
PH438,H24,VGRG-34,2598,0,8,2025-10-17 06:00:22.936513,348279.793,6292572.138
PH438,354,BJFS-69,1284,0,6,2025-10-17 06:00:22.936519,348279.793,6292572.138
PH438,354,BJFV-83,3060,0,10,2025-10-17 06:00:22.936520,348279.793,6292572.138
PI301,111,FLXY-39,5929,15,21,2025-10-17 06:00:24.809495,335694.53,6287898.703
PI301,111,FLXZ-76,13201,36,48,2025-10-17 06:00:24.809499,335694.53,6287898.703
PI301,I04,FLXD-89,8718,18,26,2025-10-17 06:00:24.809501,335694.53,6287898.703
PI301,I04,FLXD-79,15599,35,45,2025-10-17 06:00:24.809502,335694.53,6287898.703
PI301,I11,RWRP-44,972,0,3,2025-10-17 06:00:24.809503,335694.53,6287898.703
