bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PB312,208,SRTG-93,483,0,3,2025-10-24 10:00:04.827303,347154.84,6301254.93
PB312,208,LZPS-25,1481,0,5,2025-10-24 10:00:04.827311,347154.84,6301254.93
PI910,210,LZRD-96,48,0,3,2025-10-24 10:00:06.941442,342413.226,6296926.451
PI910,I04,FLXY-37,976,0,4,2025-10-24 10:00:06.941448,342413.226,6296926.451
PI910,I04,FLXF-63,5948,17,23,2025-10-24 10:00:06.941450,342413.226,6296926.451
PI910,I16,FLXL-72,377,0,3,2025-10-24 10:00:06.941451,342413.226,6296926.451
PI910,I16,FLXJ-53,501,0,3,2025-10-24 10:00:06.941452,342413.226,6296926.451
PG1927,G39,SCRZ-24,1054,0,4,2025-10-24 10:00:08.662418,344903.45,6281832.29
PG1927,G39,SDSW-55,3152,8,10,2025-10-24 10:00:08.662424,344903.45,6281832.29
PG1927,G09,SHCV-35,4348,12,16,2025-10-24 10:00:08.662426,344903.45,6281832.29
PG1927,G09,SHCV-39,5582,15,21,2025-10-24 10:00:08.662427,344903.45,6281832.29
PC480,401,PFTV-83,1484,0,3,2025-10-24 10:00:10.740014,357441.694,6301207.516
PC225,405C,SPBF-42,15,0,3,2025-10-24 10:00:12.851503,354983.125,6304854.34
PC225,405C,SPBS-48,4552,13,19,2025-10-24 10:00:12.851509,354983.125,6304854.34
PC225,435,SLPB-98,5856,15,21,2025-10-24 10:00:12.851511,354983.125,6304854.34
PC225,435,SLPC-43,8089,19,27,2025-10-24 10:00:12.851512,354983.125,6304854.34
PC225,405,PFYG-68,1,0,3,2025-10-24 10:00:12.851513,354983.125,6304854.34
PC225,405,PFTV-92,1175,5,7,2025-10-24 10:00:12.851514,354983.125,6304854.34
PC225,502,TBFR-20,4140,13,17,2025-10-24 10:00:12.851516,354983.125,6304854.34
PC225,502,TBFW-66,10829,25,60,2025-10-24 10:00:12.851517,354983.125,6304854.34
PC225,542,GCBC-91,3985,11,15,2025-10-24 10:00:12.851518,354983.125,6304854.34
PC225,542,TBFW-87,7015,25,60,2025-10-24 10:00:12.851519,354983.125,6304854.34
PG889,G05,SFGY-85,3473,20,28,2025-10-24 10:00:14.476048,346275.488,6282506.688
PG889,G05,SHCV-47,4647,25,60,2025-10-24 10:00:14.476054,346275.488,6282506.688
PG889,G35,SFGY-12,4229,9,11,2025-10-24 10:00:14.476055,346275.488,6282506.688
PG889,G35,SFPF-89,12739,25,60,2025-10-24 10:00:14.476057,346275.488,6282506.688
PG889,302,BJFW-79,1988,5,7,2025-10-24 10:00:14.476058,346275.488,6282506.688
PG889,302,BJFT-90,2758,6,8,2025-10-24 10:00:14.476059,346275.488,6282506.688
PD292,D09,SVDF-61,1161,4,6,2025-10-24 10:00:16.111821,355522.257,6296337.522
PD292,D09,STRJ-57,6450,20,28,2025-10-24 10:00:16.111826,355522.257,6296337.522
PD292,513,VJBC-60,944,0,4,2025-10-24 10:00:16.111827,355522.257,6296337.522
PD292,513,VHXJ-70,2775,9,13,2025-10-24 10:00:16.111828,355522.257,6296337.522
PD292,225,SFWZ-91,282,0,3,2025-10-24 10:00:16.111829,355522.257,6296337.522
PD292,225,SFWB-58,430,0,3,2025-10-24 10:00:16.111830,355522.257,6296337.522
PF57,204,VGBW-48,6423,16,22,2025-10-24 10:00:17.721929,351751.61,6282894.2
PF57,204,VFPZ-97,6643,17,23,2025-10-24 10:00:17.721935,351751.61,6282894.2
PF57,224,VFPS-47,256,0,3,2025-10-24 10:00:17.721936,351751.61,6282894.2
