bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PD1417,D16,SPBS-40,4633,15,21,2025-10-13 08:00:48.682482,351950.316,6291843.668
PD1417,D16,PFYC-42,7563,25,60,2025-10-13 08:00:48.682489,351950.316,6291843.668
PD1417,106,PFYR-61,1571,4,6,2025-10-13 08:00:48.682492,351950.316,6291843.668
PD1417,106,PFVD-61,7515,25,60,2025-10-13 08:00:48.682493,351950.316,6291843.668
PD1417,224,VFPW-13,4500,16,22,2025-10-13 08:00:48.682495,351950.316,6291843.668
PD1417,224,VGBX-49,5242,18,26,2025-10-13 08:00:48.682496,351950.316,6291843.668
PD1417,212,LZRB-87,636,0,3,2025-10-13 08:00:48.682497,351950.316,6291843.668
PD1417,212,SDGY-39,755,0,3,2025-10-13 08:00:48.682499,351950.316,6291843.668
PD1417,126,FLXT-34,1444,4,6,2025-10-13 08:00:48.682500,351950.316,6291843.668
PD1417,126,FLXT-42,7557,25,60,2025-10-13 08:00:48.682501,351950.316,6291843.668
PD1417,104,SKWD-59,1532,4,6,2025-10-13 08:00:48.682502,351950.316,6291843.668
PD1417,104,LCST-80,3670,13,19,2025-10-13 08:00:48.682510,351950.316,6291843.668
PD1417,114,SKWD-28,1523,5,7,2025-10-13 08:00:48.682511,351950.316,6291843.668
PD1417,114,SKWD-86,3993,14,20,2025-10-13 08:00:48.682512,351950.316,6291843.668
PD1163,D14,PGLD-56,773,0,3,2025-10-13 08:01:03.159596,350467.53,6293775.45
PF7,F08,SPVT-99,2134,9,11,2025-10-13 08:01:24.495480,355716.794,6284521.507
PF7,F08,SPVT-94,4556,17,25,2025-10-13 08:01:24.495485,355716.794,6284521.507
PF7,102,SPZY-70,2861,8,12,2025-10-13 08:01:24.495487,355716.794,6284521.507
PF7,124,SRVL-15,2260,11,15,2025-10-13 08:01:24.495489,355716.794,6284521.507
PF7,124,STHF-67,5467,25,60,2025-10-13 08:01:24.495490,355716.794,6284521.507
PF7,712,SHXG-95,37,0,3,2025-10-13 08:01:24.495491,355716.794,6284521.507
PF7,712,SPZX-81,1550,8,10,2025-10-13 08:01:24.495492,355716.794,6284521.507
PF7,104,SKWD-81,35,0,3,2025-10-13 08:01:24.495494,355716.794,6284521.507
PF7,114,SRPJ-89,45,0,3,2025-10-13 08:01:24.495495,355716.794,6284521.507
PB1446,B22,SKPS-44,349,0,3,2025-10-13 08:01:38.346473,344867.308,6304050.331
PE703,E12,VFJD-49,879,0,4,2025-10-13 08:01:57.351804,352515.67,6285378.432
PE703,E12,VFKS-68,5977,20,28,2025-10-13 08:01:57.351810,352515.67,6285378.432
PE703,E11,BJFX-68,262,0,4,2025-10-13 08:01:57.351812,352515.67,6285378.432
PE703,E11,BJFW-19,392,0,4,2025-10-13 08:01:57.351813,352515.67,6285378.432
PI489,419,PFYH-14,1075,5,7,2025-10-13 08:02:21.999223,335109.526,6288282.371
PI489,419,PFBD-52,1624,9,11,2025-10-13 08:02:21.999228,335109.526,6288282.371
PI489,506,GCBC-57,100,0,3,2025-10-13 08:02:21.999229,335109.526,6288282.371
PI489,506,TBFS-46,131,0,3,2025-10-13 08:02:21.999230,335109.526,6288282.371
PI489,509,TBFS-34,129,0,3,2025-10-13 08:02:21.999231,335109.526,6288282.371
PI489,509,CJRW-71,186,0,3,2025-10-13 08:02:21.999231,335109.526,6288282.371
PD1010,D08,SVDD-26,1396,6,8,2025-10-13 08:02:36.347482,357092.414,6299386.246
PD1010,D08,SVDC-25,2986,11,15,2025-10-13 08:02:36.347487,357092.414,6299386.246
PF691,F01,SPVW-21,1879,7,9,2025-10-13 08:02:58.688738,355730.627,6279787.996
PF691,F29,SPVT-98,1402,0,5,2025-10-13 08:02:58.688743,355730.627,6279787.996
PF691,712,SHCW-74,1931,7,9,2025-10-13 08:02:58.688744,355730.627,6279787.996
PC1033,421C,LCPW-38,911,0,4,2025-10-13 08:03:12.741018,357550.437,6303442.234
PC1033,421C,LDJT-63,5483,19,27,2025-10-13 08:03:12.741024,357550.437,6303442.234
PC1033,C27,SHCV-64,1220,8,10,2025-10-13 08:03:12.741025,357550.437,6303442.234
PC1033,C27,SKJP-39,4265,25,60,2025-10-13 08:03:12.741027,357550.437,6303442.234
PC1033,421,PFTW-11,1491,11,15,2025-10-13 08:03:12.741028,357550.437,6303442.234
PC1033,421,PFBG-12,1708,13,17,2025-10-13 08:03:12.741029,357550.437,6303442.234
PC336,286,SHCV-33,2883,8,12,2025-10-13 08:03:33.800912,353666.38,6303421.7
PC336,286,SFPG-49,3644,11,15,2025-10-13 08:03:33.800917,353666.38,6303421.7
PC336,C15,SHCX-40,1575,0,5,2025-10-13 08:03:33.800918,353666.38,6303421.7
