bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PE182,118,LXWR-79,509,0,2,2025-11-01 12:00:04.050808,351094.293,6288951.568
PE182,118,CJRW-69,5227,15,19,2025-11-01 12:00:04.050816,351094.293,6288951.568
PE182,211,TBZB-22,215,0,3,2025-11-01 12:00:04.050818,351094.293,6288951.568
PE182,211,TBYY-75,3995,11,15,2025-11-01 12:00:04.050820,351094.293,6288951.568
PE182,224,VFPW-73,2509,6,10,2025-11-01 12:00:04.050821,351094.293,6288951.568
PE182,224,VFRB-81,6072,17,21,2025-11-01 12:00:04.050823,351094.293,6288951.568
PE182,244,SFWZ-53,4215,11,15,2025-11-01 12:00:04.050824,351094.293,6288951.568
PE182,244,SFWZ-66,6860,20,24,2025-11-01 12:00:04.050826,351094.293,6288951.568
PG168,F20,SPZY-28,240,0,3,2025-11-01 12:00:08.044185,347619.22,6283637.254
PG168,F20,SPZY-68,4342,12,16,2025-11-01 12:00:08.044191,347619.22,6283637.254
PD491,D03,STYX-81,1420,0,4,2025-11-01 12:00:10.077987,355870.64,6295548.842
PD491,D03,SVDD-87,5003,14,18,2025-11-01 12:00:10.077993,355870.64,6295548.842
PD491,D10,SVDD-95,977,0,3,2025-11-01 12:00:10.077995,355870.64,6295548.842
PD491,D10,SVDF-74,4549,12,16,2025-11-01 12:00:10.077996,355870.64,6295548.842
PD491,505,VHZZ-30,137,0,3,2025-11-01 12:00:10.077997,355870.64,6295548.842
PD491,505,VHZZ-31,1129,0,4,2025-11-01 12:00:10.077998,355870.64,6295548.842
PD491,510,SZZY-77,437,0,3,2025-11-01 12:00:10.077999,355870.64,6295548.842
PD491,510,FLXV-59,1391,0,4,2025-11-01 12:00:10.078000,355870.64,6295548.842
PD491,516,PFXB-18,1349,0,4,2025-11-01 12:00:10.078001,355870.64,6295548.842
PD491,516,FLXW-36,1152,0,4,2025-11-01 12:00:10.078002,355870.64,6295548.842
PJ636,J01,FDJX-80,743,0,2,2025-11-01 12:00:12.067858,334986.886,6297538.401
PJ636,J01,FDJX-83,2343,5,9,2025-11-01 12:00:12.067865,334986.886,6297538.401
PG1073,G09,SDSW-69,513,0,2,2025-11-01 12:00:14.448864,342969.927,6281373.549
PG1073,G09,SFGY-77,1707,3,7,2025-11-01 12:00:14.448869,342969.927,6281373.549
PJ649,J02,VHXD-57,475,0,3,2025-11-01 12:00:16.440144,338918.628,6298991.925
PJ649,J18,VHZZ-90,768,0,2,2025-11-01 12:00:16.440149,338918.628,6298991.925
PJ649,J18,VJBC-80,3637,9,13,2025-11-01 12:00:16.440151,338918.628,6298991.925
PJ649,412,PFVG-92,2565,6,10,2025-11-01 12:00:16.440152,338918.628,6298991.925
PJ649,412,PFTW-35,6192,18,22,2025-11-01 12:00:16.440153,338918.628,6298991.925
PA455,507,PFXB-75,3848,10,14,2025-11-01 12:00:18.792731,344745.572,6297658.823
PA455,507,GCBC-85,7930,23,27,2025-11-01 12:00:18.792736,344745.572,6297658.823
PB2040,B29,SKHG-79,979,0,3,2025-11-01 12:00:20.781976,336996.0,6303769.0
PB2040,B29,SKHG-89,4057,11,15,2025-11-01 12:00:20.781982,336996.0,6303769.0
PB403,430,SJPC-22,516,0,2,2025-11-01 12:00:22.836619,338299.68,6306549.558
PB403,430,PGBY-91,2479,6,10,2025-11-01 12:00:22.836623,338299.68,6306549.558
PB403,435,SLGT-37,2479,6,10,2025-11-01 12:00:22.836625,338299.68,6306549.558
PB403,428,SJPF-93,4281,12,16,2025-11-01 12:00:22.836625,338299.68,6306549.558
PB403,428,SHXD-72,6474,18,22,2025-11-01 12:00:22.836626,338299.68,6306549.558
PB701,B24,SJTD-57,0,0,3,2025-11-01 12:00:24.869976,342060.413,6304440.532
PB701,B24,SPZX-56,2046,4,8,2025-11-01 12:00:24.869981,342060.413,6304440.532
PB701,B17,SHXG-99,3277,8,12,2025-11-01 12:00:24.869982,342060.413,6304440.532
PB701,B17,SHCY-43,8535,27,60,2025-11-01 12:00:24.869983,342060.413,6304440.532
PB701,B28,LDJV-48,2122,5,9,2025-11-01 12:00:24.869984,342060.413,6304440.532
PB701,B38,TBFX-29,8207,26,60,2025-11-01 12:00:24.869985,342060.413,6304440.532
PB701,B38,TBFW-82,12438,39,60,2025-11-01 12:00:24.869986,342060.413,6304440.532
PB701,B01,SKHF-84,7788,23,27,2025-11-01 12:00:24.869987,342060.413,6304440.532
PB701,B01,SKHG-17,10146,32,60,2025-11-01 12:00:24.869988,342060.413,6304440.532
PE222,204,VFPG-91,2669,6,10,2025-11-01 12:00:26.892480,351129.744,6287566.144
PE222,204,VFPJ-25,4105,11,15,2025-11-01 12:00:26.892485,351129.744,6287566.144
PE222,224,VFPW-73,1052,0,3,2025-11-01 12:00:26.892487,351129.744,6287566.144
PE222,224,VFRB-81,4615,13,17,2025-11-01 12:00:26.892487,351129.744,6287566.144
