bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PC96,216,VJWZ-95,4427,12,16,2025-11-01 06:00:03.990521,354154.432,6302666.749
PC96,216,SFWZ-21,11100,35,60,2025-11-01 06:00:03.990528,354154.432,6302666.749
PB169,B15,SPCG-69,5751,16,20,2025-11-01 06:00:08.033221,347660.278,6301419.496
PB169,116,LDJJ-64,4724,13,17,2025-11-01 06:00:08.033228,347660.278,6301419.496
PA838,B20,LXDH-88,4328,12,16,2025-11-01 06:00:10.071736,346318.417,6299640.662
PA838,B20,SKHG-89,15453,49,60,2025-11-01 06:00:10.071741,346318.417,6299640.662
PC208,C03,SKDH-85,3195,8,12,2025-11-01 06:00:12.127899,350855.945,6301497.38
PC208,405,PDZT-12,868,0,3,2025-11-01 06:00:12.127905,350855.945,6301497.38
PC208,405,PFTF-88,17873,56,60,2025-11-01 06:00:12.127906,350855.945,6301497.38
PG1218,G32,THTF-43,3060,8,12,2025-11-01 06:00:14.182043,342952.296,6280953.979
PG1218,G14,FLXL-93,386,0,3,2025-11-01 06:00:14.182049,342952.296,6280953.979
PG1218,228,THTF-93,3551,9,13,2025-11-01 06:00:14.182051,342952.296,6280953.979
PG1218,228,THTD-67,9612,30,60,2025-11-01 06:00:14.182052,342952.296,6280953.979
PE81,204,VFPX-93,3895,10,14,2025-11-01 06:00:16.260007,351115.144,6288438.14
PE81,204,VFPH-81,4331,12,16,2025-11-01 06:00:16.260012,351115.144,6288438.14
PE81,E10,BJFZ-57,1475,3,7,2025-11-01 06:00:16.260013,351115.144,6288438.14
PE81,234,SDGY-24,2177,5,9,2025-11-01 06:00:16.260014,351115.144,6288438.14
PE81,234,SVPW-60,10411,33,60,2025-11-01 06:00:16.260015,351115.144,6288438.14
PC469,501,TBFT-66,1967,4,8,2025-11-01 06:00:18.219354,350895.7,6299028.433
PC469,504,GCBF-13,10104,50,60,2025-11-01 06:00:18.219359,350895.7,6299028.433
PC469,504,TBFW-93,14284,81,60,2025-11-01 06:00:18.219360,350895.7,6299028.433
PC469,518,TBFS-34,6308,18,22,2025-11-01 06:00:18.219361,350895.7,6299028.433
PC469,518,TBFW-87,14118,45,60,2025-11-01 06:00:18.219362,350895.7,6299028.433
PA591,345,CJRX-57,1275,0,4,2025-11-01 06:00:23.809313,344279.7,6296906.302
PJ321,503,VHLW-47,3580,9,13,2025-11-01 06:00:25.903826,337137.827,6298915.268
PJ321,511,PFWZ-86,14252,45,60,2025-11-01 06:00:25.903831,337137.827,6298915.268
PJ321,511,FLXW-51,19780,62,60,2025-11-01 06:00:25.903833,337137.827,6298915.268
PJ321,J20,TBFW-76,0,0,3,2025-11-01 06:00:25.903834,337137.827,6298915.268
PC843,C09,SKPJ-52,5647,16,20,2025-11-01 06:00:27.988370,358972.982,6306100.799
PC843,C09,SHXF-98,20444,65,60,2025-11-01 06:00:27.988375,358972.982,6306100.799
PC23,104,SKWD-67,813,0,3,2025-11-01 06:00:29.987997,350909.378,6300233.585
PC23,104,SKWD-69,813,0,3,2025-11-01 06:00:29.988002,350909.378,6300233.585
PD610,508,PFXC-28,0,0,3,2025-11-01 06:00:33.996923,353557.429,6291906.422
PD610,508,GCBF-30,10805,34,60,2025-11-01 06:00:33.996928,353557.429,6291906.422
PD610,D10,SVDC-36,4789,13,17,2025-11-01 06:00:33.996930,353557.429,6291906.422
PI770,110,SRTK-35,3829,19,23,2025-11-01 06:00:35.988787,337639.577,6296246.994
PI770,110,SRTK-37,12172,71,60,2025-11-01 06:00:35.988793,337639.577,6296246.994
PB1408,B41,GCBB-59,4610,13,17,2025-11-01 06:00:38.046093,345521.828,6304880.588
PG1302,G18,SDSW-58,2967,7,11,2025-11-01 06:00:40.044040,346805.307,6286841.222
PG1302,G18,SFPF-92,5580,16,20,2025-11-01 06:00:40.044046,346805.307,6286841.222
PG2064,G39,SFGY-74,8929,28,60,2025-11-01 06:00:42.049379,341510.0,6283542.0
PI355,I05,VHSY-42,6032,17,21,2025-11-01 06:00:44.122841,340178.32,6290580.802
PI355,I14,FLXF-27,2839,7,11,2025-11-01 06:00:44.122847,340178.32,6290580.802
PI355,I14,FLXT-35,8183,26,60,2025-11-01 06:00:44.122848,340178.32,6290580.802
PI355,428,SLPC-43,20388,64,60,2025-11-01 06:00:44.122849,340178.32,6290580.802
PI355,428,SJPF-97,21375,68,60,2025-11-01 06:00:44.122849,340178.32,6290580.802
PI355,118,CJRY-79,6756,19,23,2025-11-01 06:00:44.122850,340178.32,6290580.802
PI355,348,VHSZ-36,2102,5,9,2025-11-01 06:00:44.122851,340178.32,6290580.802
PI355,348,VHSX-71,7131,21,25,2025-11-01 06:00:44.122852,340178.32,6290580.802
PG802,G22,THTD-16,4130,11,15,2025-11-01 06:00:46.194286,341065.579,6280647.975
PG802,G08,THTG-80,4314,12,16,2025-11-01 06:00:46.194291,341065.579,6280647.975
