bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PA132,204,VFPS-85,1071,0,3,2025-11-02 08:01:08.592224,347884.03,6296807.79
PA132,204,VFPZ-27,6363,18,22,2025-11-02 08:01:08.592230,347884.03,6296807.79
PA132,234,VJKB-12,705,0,2,2025-11-02 08:01:08.592232,347884.03,6296807.79
PA132,234,VJYX-25,3078,8,12,2025-11-02 08:01:08.592234,347884.03,6296807.79
PD1647,D01,SVDF-78,7563,22,26,2025-11-02 08:03:23.922570,357351.0,6294090.0
PH442,H05,VFPF-51,3737,10,14,2025-11-02 08:04:15.439136,347008.892,6292184.36
PH442,H24,VGRC-33,6517,19,23,2025-11-02 08:04:15.439142,347008.892,6292184.36
PB1193,B12,SPCG-34,2532,6,10,2025-11-02 08:04:40.377215,342621.772,6307902.496
PB1193,B12,SKDJ-18,5606,16,20,2025-11-02 08:04:40.377220,342621.772,6307902.496
PI832,I03,FLXL-20,1530,3,7,2025-11-02 08:06:04.940554,340687.897,6296154.472
PI832,I03,FLXK-62,3644,10,14,2025-11-02 08:06:04.940558,340687.897,6296154.472
PD1220,D16,SPBS-64,195,0,3,2025-11-02 08:07:48.127032,352427.47,6296062.58
PD1220,D16,SPBS-66,6918,20,24,2025-11-02 08:07:48.127036,352427.47,6296062.58
PB1998,B07,STHL-51,2839,7,11,2025-11-02 08:09:20.331450,341060.0,6308864.0
PB1998,B07,LDJW-46,2839,7,11,2025-11-02 08:09:20.331455,341060.0,6308864.0
PJ1693,J07,VJBB-61,8125,26,60,2025-11-02 08:17:01.302327,338459.875,6299507.699
PJ1693,J07,VHZX-90,28205,89,60,2025-11-02 08:17:01.302333,338459.875,6299507.699
PJ1693,J07e,VJBB-40,4792,13,17,2025-11-02 08:17:01.302335,338459.875,6299507.699
PJ1693,J07e,VJBC-90,23149,73,60,2025-11-02 08:17:01.302336,338459.875,6299507.699
PI1238,I14,CJRX-32,6518,19,23,2025-11-02 08:17:44.005316,339387.617,6291712.679
PI1238,I14,CJRZ-75,7094,20,24,2025-11-02 08:17:44.005322,339387.617,6291712.679
PF520,F29,SPVW-78,4903,13,17,2025-11-02 08:22:00.951850,355718.109,6279477.265
PF520,F29,SPVT-89,11438,36,60,2025-11-02 08:22:00.951855,355718.109,6279477.265
PF520,712,LBTS-78,2424,6,10,2025-11-02 08:22:00.951856,355718.109,6279477.265
PF520,712,SHCW-78,9849,31,60,2025-11-02 08:22:00.951857,355718.109,6279477.265
PF520,F01,SRPJ-74,585,0,2,2025-11-02 08:22:00.951858,355718.109,6279477.265
PF520,F01,SPVW-21,7259,21,25,2025-11-02 08:22:00.951860,355718.109,6279477.265
PH482,H24,VGRD-25,7220,21,25,2025-11-02 08:23:11.769019,348814.722,6293992.584
PH482,H24,VGRD-35,13222,42,60,2025-11-02 08:23:11.769024,348814.722,6293992.584
PA262,214,GCBB-96,3419,9,13,2025-11-02 08:23:48.943095,346519.71,6299141.6
PA262,214,GCBB-69,7265,21,25,2025-11-02 08:23:48.943100,346519.71,6299141.6
PA262,307,TWPD-43,13808,44,60,2025-11-02 08:23:48.943101,346519.71,6299141.6
PA262,314,VHSX-80,13920,44,60,2025-11-02 08:23:48.943102,346519.71,6299141.6
PD327,403,SKPK-25,3226,8,12,2025-11-02 08:24:50.720736,348450.697,6297424.747
PD327,403,PFTW-45,6373,18,22,2025-11-02 08:24:50.720741,348450.697,6297424.747
PD327,513,VHXK-73,6066,17,21,2025-11-02 08:24:50.720742,348450.697,6297424.747
PD327,513,VJBB-91,11784,37,60,2025-11-02 08:24:50.720743,348450.697,6297424.747
PD327,D03,SVDC-82,333,0,3,2025-11-02 08:24:50.720744,348450.697,6297424.747
PD327,D03,SVDF-45,10180,32,60,2025-11-02 08:24:50.720744,348450.697,6297424.747
PD327,227,VFPG-58,2796,7,11,2025-11-02 08:24:50.720745,348450.697,6297424.747
PD327,422,PFXC-71,2584,6,10,2025-11-02 08:24:50.720746,348450.697,6297424.747
PD327,422,PFXB-38,8058,23,27,2025-11-02 08:24:50.720747,348450.697,6297424.747
PG1651,G07,THTH-30,1867,4,8,2025-11-02 08:26:53.149528,338708.679,6273230.05
PD537,507,PFXC-33,2845,7,11,2025-11-02 08:27:19.547881,355709.53,6295083.5
PD537,507,PFXC-29,7447,22,26,2025-11-02 08:27:19.547885,355709.53,6295083.5
PD537,511,TBFW-92,1736,3,7,2025-11-02 08:27:19.547887,355709.53,6295083.5
PD537,511,TBFT-90,6744,19,23,2025-11-02 08:27:19.547887,355709.53,6295083.5
PD537,519,GCBC-84,5370,15,19,2025-11-02 08:27:19.547888,355709.53,6295083.5
PD537,506,FLXW-31,4986,14,18,2025-11-02 08:27:19.547889,355709.53,6295083.5
PD537,506,TBFS-23,8240,45,60,2025-11-02 08:27:19.547890,355709.53,6295083.5
PD537,506v,GCBD-76,7447,22,26,2025-11-02 08:27:19.547891,355709.53,6295083.5
PD537,506v,FLXV-97,10676,34,60,2025-11-02 08:27:19.547892,355709.53,6295083.5
PB1674,B16,FLXP-84,1572,3,7,2025-11-02 08:29:18.476964,343292.266,6308397.471
PB1674,B16,STGZ-62,5284,15,19,2025-11-02 08:29:18.476970,343292.266,6308397.471
PB1674,B36,STHR-80,5260,15,19,2025-11-02 08:29:18.476971,343292.266,6308397.471
PB1674,B36,HVFH-33,7495,22,26,2025-11-02 08:29:18.476972,343292.266,6308397.471
PG37,201,GCBB-57,710,0,2,2025-11-02 08:31:15.892055,341773.31,6281250.977
PG37,211,TBYY-61,2139,5,9,2025-11-02 08:31:15.892060,341773.31,6281250.977
PG37,211,TBYY-68,3476,9,13,2025-11-02 08:31:15.892061,341773.31,6281250.977
PG37,G28,BJFX-32,1189,0,4,2025-11-02 08:31:15.892061,341773.31,6281250.977
PG37,G08v,FLXV-25,865,0,3,2025-11-02 08:31:15.892062,341773.31,6281250.977
PG37,G08v,FLXV-21,6307,18,22,2025-11-02 08:31:15.892063,341773.31,6281250.977
PG37,G07,THTD-81,11777,37,60,2025-11-02 08:31:15.892064,341773.31,6281250.977
PG37,G07,THTF-68,13883,44,60,2025-11-02 08:31:15.892065,341773.31,6281250.977
PG37,G08,THTD-82,2612,6,10,2025-11-02 08:31:15.892065,341773.31,6281250.977
PC449,C13,SJPB-27,14174,45,60,2025-11-02 08:32:20.816802,357340.02,6300670.62
PC449,518,TBFW-76,4218,11,15,2025-11-02 08:32:20.816807,357340.02,6300670.62
PC449,518,TBFW-70,9572,30,60,2025-11-02 08:32:20.816808,357340.02,6300670.62
PC449,C16,LDTG-62,356,0,3,2025-11-02 08:32:20.816809,357340.02,6300670.62
PC449,C16,SGPY-60,6915,20,24,2025-11-02 08:32:20.816809,357340.02,6300670.62
PC449,C03,LWTK-54,4290,12,16,2025-11-02 08:32:20.816810,357340.02,6300670.62
PC449,C03,SKDH-85,6551,19,23,2025-11-02 08:32:20.816811,357340.02,6300670.62
PC449,501,TBFR-52,4895,13,17,2025-11-02 08:32:20.816812,357340.02,6300670.62
PC449,C06,LDTG-56,1514,3,7,2025-11-02 08:32:20.816813,357340.02,6300670.62
PC449,401,PFVJ-24,3792,10,14,2025-11-02 08:32:20.816814,357340.02,6300670.62
PC449,401,PFYR-85,10411,33,60,2025-11-02 08:32:20.816815,357340.02,6300670.62
PC449,504,PFXC-23,3866,10,14,2025-11-02 08:32:20.816816,357340.02,6300670.62
PC449,504,TBFV-99,7846,23,27,2025-11-02 08:32:20.816817,357340.02,6300670.62
PG2116,G27,THTG-93,4435,12,16,2025-11-02 08:34:38.859391,340798.0,6280662.0
PE1412,118,FDJX-74,7334,21,25,2025-11-02 08:35:13.780737,353257.528,6290983.581
PE1412,118,FDJX-79,18580,59,60,2025-11-02 08:35:13.780742,353257.528,6290983.581
PE1412,E17,BJFW-68,3680,10,14,2025-11-02 08:35:13.780743,353257.528,6290983.581
PI155,118,FLXX-42,23708,75,60,2025-11-02 08:36:50.811658,335102.241,6290124.12
PI155,108,PGPT-18,4728,13,17,2025-11-02 08:36:50.811663,335102.241,6290124.12
PI155,108,PFVJ-27,12161,38,60,2025-11-02 08:36:50.811664,335102.241,6290124.12
PD939,D07,SVDF-19,10328,33,60,2025-11-02 08:37:48.506347,351456.629,6294416.163
PD939,D07,SVDD-51,11475,36,60,2025-11-02 08:37:48.506351,351456.629,6294416.163
PB721,B12,SPCG-32,1158,0,4,2025-11-02 08:38:29.468267,346657.781,6304468.633
PB721,B12,SKDG-96,8047,23,27,2025-11-02 08:38:29.468282,346657.781,6304468.633
PB721,B22,SPCG-86,7516,22,26,2025-11-02 08:38:29.468283,346657.781,6304468.633
PB721,272,VFPC-51,1114,0,4,2025-11-02 08:38:29.468284,346657.781,6304468.633
PB721,272,VFHS-85,2393,6,10,2025-11-02 08:38:29.468285,346657.781,6304468.633
PB721,B01,STHF-45,607,0,2,2025-11-02 08:38:29.468286,346657.781,6304468.633
PD294,513,VJJW-68,1702,3,7,2025-11-02 08:38:52.046029,356158.433,6296283.915
PD294,513,VJBC-70,11534,36,60,2025-11-02 08:38:52.046034,356158.433,6296283.915
PD294,D09,SVDF-74,4300,12,16,2025-11-02 08:38:52.046035,356158.433,6296283.915
PD294,D09,SVDC-79,13207,42,60,2025-11-02 08:38:52.046036,356158.433,6296283.915
PD294,D11,SVDF-61,1945,4,8,2025-11-02 08:38:52.046037,356158.433,6296283.915
PD294,D11,SPBS-69,7416,21,25,2025-11-02 08:38:52.046038,356158.433,6296283.915
PE16,712,SPZY-86,4275,12,16,2025-11-02 08:40:36.151183,354205.758,6287364.332
PE16,712,SJPF-90,15315,48,60,2025-11-02 08:40:36.151188,354205.758,6287364.332
PE16,124,SRVG-88,2107,5,9,2025-11-02 08:40:36.151190,354205.758,6287364.332
PE16,102,SPZX-71,6815,20,24,2025-11-02 08:40:36.151191,354205.758,6287364.332
PE16,102,SPZY-85,16848,53,60,2025-11-02 08:40:36.151192,354205.758,6287364.332
PE16,104,SKWD-74,2499,6,10,2025-11-02 08:40:36.151193,354205.758,6287364.332
PE16,104,SKWD-61,3793,10,14,2025-11-02 08:40:36.151194,354205.758,6287364.332
PE16,114,SRSC-39,7696,22,26,2025-11-02 08:40:36.151195,354205.758,6287364.332
PG691,G02,CJRL-65,448,0,3,2025-11-02 08:41:01.810615,342409.995,6281182.359
PE188,E13,VFJR-90,1243,0,4,2025-11-02 08:42:39.576472,351763.741,6288976.869
PE188,E13,VFJK-22,2384,6,10,2025-11-02 08:42:39.576522,351763.741,6288976.869
PE188,E18,CJRC-37,3974,11,15,2025-11-02 08:42:39.576524,351763.741,6288976.869
PE188,E18,BJFZ-12,8249,26,60,2025-11-02 08:42:39.576525,351763.741,6288976.869
PB240,230,GCBB-64,4672,13,17,2025-11-02 08:43:04.259600,343459.182,6307601.291
PB240,230,GCBB-50,5149,14,18,2025-11-02 08:43:04.259605,343459.182,6307601.291
PB240,272,VFHT-80,5922,17,21,2025-11-02 08:43:04.259607,343459.182,6307601.291
PB240,272,VFPC-51,6393,18,22,2025-11-02 08:43:04.259608,343459.182,6307601.291
PB240,201,GCBB-88,2439,6,10,2025-11-02 08:43:04.259609,343459.182,6307601.291
PB240,201,GCBB-44,3078,8,12,2025-11-02 08:43:04.259610,343459.182,6307601.291
PB240,B36,STHJ-72,1359,0,4,2025-11-02 08:43:04.259611,343459.182,6307601.291
PB240,B36,STHC-69,1523,3,7,2025-11-02 08:43:04.259612,343459.182,6307601.291
PB240,214,GCBB-48,765,0,2,2025-11-02 08:43:04.259613,343459.182,6307601.291
