bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PI1491,385,FLXK-97,7209,21,25,2025-11-02 18:00:08.896871,343474.896,6295772.294
PC391,C06,LDTC-15,8084,26,60,2025-11-02 18:00:10.952037,351918.583,6300469.007
PC391,C06,SKPJ-82,8900,28,60,2025-11-02 18:00:10.952043,351918.583,6300469.007
PC391,503,VGVB-75,2596,6,10,2025-11-02 18:00:10.952044,351918.583,6300469.007
PC391,503,VHLS-18,3247,8,12,2025-11-02 18:00:10.952045,351918.583,6300469.007
PC391,418,PFYC-72,4389,12,16,2025-11-02 18:00:10.952046,351918.583,6300469.007
PC391,418,SHXF-97,10806,34,60,2025-11-02 18:00:10.952047,351918.583,6300469.007
PC391,429,SLPC-24,4521,12,16,2025-11-02 18:00:10.952048,351918.583,6300469.007
PC391,429,SLPB-44,10184,32,60,2025-11-02 18:00:10.952049,351918.583,6300469.007
PI1933,I35,SFPF-74,0,0,3,2025-11-02 18:00:12.990004,331428.0,6284070.0
PI1933,I35,SDSW-87,1070,0,3,2025-11-02 18:00:12.990008,331428.0,6284070.0
PJ101,J07e2,VJBB-11,5217,14,18,2025-11-02 18:00:15.021768,335447.496,6303649.442
PJ101,J07e,VHZY-71,27435,87,60,2025-11-02 18:00:15.021774,335447.496,6303649.442
PJ101,J07e,VHZY-40,31450,99,60,2025-11-02 18:00:15.021775,335447.496,6303649.442
PJ101,428,SHCY-25,4125,11,15,2025-11-02 18:00:15.021776,335447.496,6303649.442
PJ101,428,SKPH-83,8923,28,60,2025-11-02 18:00:15.021776,335447.496,6303649.442
PB1012,B33,SHCX-26,4252,11,15,2025-11-02 18:00:17.087768,341635.544,6310884.22
PB1012,B12,SKDH-95,5348,15,19,2025-11-02 18:00:17.087773,341635.544,6310884.22
PB1012,B12,SGPY-82,12161,38,60,2025-11-02 18:00:17.087775,341635.544,6310884.22
PB779,B02,FLXR-88,3252,8,12,2025-11-02 18:00:19.170492,347283.939,6306221.524
PB779,B02,FLXR-73,9446,30,60,2025-11-02 18:00:19.170498,347283.939,6306221.524
PA409,502,GCBC-58,1158,0,4,2025-11-02 18:00:21.204988,347263.85,6299390.63
PA409,502,PFXC-53,2627,6,10,2025-11-02 18:00:21.204993,347263.85,6299390.63
PA409,503,VGVF-73,1761,4,8,2025-11-02 18:00:21.204995,347263.85,6299390.63
PA409,503,VHLP-18,3746,10,14,2025-11-02 18:00:21.204995,347263.85,6299390.63
PA409,542,TBFT-77,4858,13,17,2025-11-02 18:00:21.204996,347263.85,6299390.63
PH3,107,PGBS-46,6471,18,22,2025-11-02 18:00:23.203128,343911.864,6292954.956
PH3,107,PGBY-69,6749,19,23,2025-11-02 18:00:23.203133,343911.864,6292954.956
PH3,108,PFVG-47,1380,0,4,2025-11-02 18:00:23.203134,343911.864,6292954.956
PH3,108,PFYR-63,3609,9,13,2025-11-02 18:00:23.203135,343911.864,6292954.956
PJ390,504,TBFS-21,1280,8,12,2025-11-02 18:00:25.226468,338135.846,6299687.951
PJ390,507,PFXC-16,1910,4,8,2025-11-02 18:00:25.226473,338135.846,6299687.951
PJ390,518,GCBC-91,0,0,3,2025-11-02 18:00:25.226474,338135.846,6299687.951
PJ390,J04,TBFX-27,0,0,3,2025-11-02 18:00:25.226476,338135.846,6299687.951
PJ390,J04,FLXV-95,3439,9,13,2025-11-02 18:00:25.226476,338135.846,6299687.951
PJ390,J07,VJBB-30,2488,6,10,2025-11-02 18:00:25.226477,338135.846,6299687.951
PJ390,503,VHLL-38,0,0,3,2025-11-02 18:00:25.226478,338135.846,6299687.951
PJ390,503,VGVB-47,5046,14,18,2025-11-02 18:00:25.226479,338135.846,6299687.951
PE517,E06,BJFS-46,769,0,2,2025-11-02 18:00:29.927354,353094.674,6289988.151
PG542,F03,SPVT-74,3537,9,13,2025-11-02 18:00:31.986164,346996.193,6279928.172
PG542,F03,SPVW-74,8227,26,60,2025-11-02 18:00:31.986169,346996.193,6279928.172
PI114,I05,VHTB-76,7168,21,25,2025-11-02 18:00:33.960838,339053.036,6290678.327
PI114,I18,VHTB-32,1991,4,8,2025-11-02 18:00:33.960843,339053.036,6290678.327
PI114,I18,VHTB-25,3910,10,14,2025-11-02 18:00:33.960844,339053.036,6290678.327
PI114,108,PFYS-99,4005,11,15,2025-11-02 18:00:33.960845,339053.036,6290678.327
PI114,108,PFYR-59,8755,28,60,2025-11-02 18:00:33.960846,339053.036,6290678.327
PI114,109,TBFR-41,5037,14,18,2025-11-02 18:00:33.960847,339053.036,6290678.327
PI114,109,GCBC-94,7923,23,27,2025-11-02 18:00:33.960848,339053.036,6290678.327
PI114,118,FLXV-33,1382,0,4,2025-11-02 18:00:33.960849,339053.036,6290678.327
PI114,118,FLXS-72,3666,10,14,2025-11-02 18:00:33.960849,339053.036,6290678.327
PI114,348,VHSY-22,1693,3,7,2025-11-02 18:00:33.960859,339053.036,6290678.327
PI114,348,VHTB-29,5060,14,18,2025-11-02 18:00:33.960860,339053.036,6290678.327
PD1218,D16,SPBF-51,3772,10,14,2025-11-02 18:00:35.989214,352362.373,6295721.628
PB1342,B19,SHCX-44,4502,12,16,2025-11-02 18:00:37.996850,345013.844,6306068.272
PB1342,B18,STHL-29,3733,10,14,2025-11-02 18:00:37.996856,345013.844,6306068.272
PB1342,B18,STHB-29,7755,22,26,2025-11-02 18:00:37.996857,345013.844,6306068.272
PB1342,B22,SKPS-49,4819,13,17,2025-11-02 18:00:37.996858,345013.844,6306068.272
PG2101,G02,FLXP-19,3550,9,13,2025-11-02 18:00:41.991150,341060.0,6281816.0
PG2101,G27,THTF-59,2700,7,11,2025-11-02 18:00:41.991155,341060.0,6281816.0
PH514,H05,VFPJ-53,412,0,3,2025-11-02 18:00:43.982846,345550.745,6291314.576
PH514,H05,VGKY-12,5877,17,21,2025-11-02 18:00:43.982852,345550.745,6291314.576
PF431,F09,SPZY-71,2625,6,10,2025-11-02 18:00:47.953259,354942.181,6282700.547
PF431,124,SRVG-81,6519,19,23,2025-11-02 18:00:47.953265,354942.181,6282700.547
PF431,F26,SPVV-65,1809,4,8,2025-11-02 18:00:47.953266,354942.181,6282700.547
PC423,426,BJFB-46,7898,23,27,2025-11-02 18:00:49.981003,358746.257,6306505.686
PC423,426,BFKC-96,13781,44,60,2025-11-02 18:00:49.981008,358746.257,6306505.686
PC423,409,PGLD-69,227,0,3,2025-11-02 18:00:49.981009,358746.257,6306505.686
PC423,409,SKWD-70,8661,27,60,2025-11-02 18:00:49.981010,358746.257,6306505.686
