bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PI282,I12,FLXW-94,2719,9,11,2025-10-14 18:00:04.452709,336983.833,6288920.692
PI282,I12,FLXY-33,6354,25,60,2025-10-14 18:00:04.452716,336983.833,6288920.692
PI282,115,FLXW-39,3650,9,13,2025-10-14 18:00:04.452718,336983.833,6288920.692
PI282,115C,FLXW-37,4097,8,12,2025-10-14 18:00:04.452720,336983.833,6288920.692
PI282,113,FLXW-89,744,0,3,2025-10-14 18:00:04.452721,336983.833,6288920.692
PI282,113,FLXZ-62,5632,14,20,2025-10-14 18:00:04.452722,336983.833,6288920.692
PB867,B29,LXDH-84,3236,12,16,2025-10-14 18:00:07.012126,346021.679,6299824.602
PB867,B29,LDJP-71,3722,13,19,2025-10-14 18:00:07.012132,346021.679,6299824.602
PB867,B04,SJPC-33,869,0,3,2025-10-14 18:00:07.012133,346021.679,6299824.602
PB867,B04,SHXG-94,3147,0,4,2025-10-14 18:00:07.012134,346021.679,6299824.602
PB867,B20,SKHG-89,669,0,4,2025-10-14 18:00:07.012135,346021.679,6299824.602
PB867,B20,SKHG-47,3518,19,27,2025-10-14 18:00:07.012136,346021.679,6299824.602
PH343,H09,VGRF-45,1039,0,5,2025-10-14 18:00:09.346837,344839.771,6292558.987
PH343,H09,VGRB-24,4155,20,28,2025-10-14 18:00:09.346841,344839.771,6292558.987
PH343,121,FLXF-32,688,0,3,2025-10-14 18:00:09.346843,344839.771,6292558.987
PH343,121,BJFT-91,2026,6,8,2025-10-14 18:00:09.346843,344839.771,6292558.987
PH343,H06,CJRB-12,1829,7,9,2025-10-14 18:00:09.346844,344839.771,6292558.987
PH343,H06,FLXF-36,3760,16,22,2025-10-14 18:00:09.346845,344839.771,6292558.987
PH343,H13,CJRB-48,963,0,5,2025-10-14 18:00:09.346846,344839.771,6292558.987
PH343,H13,CJRX-69,4966,25,60,2025-10-14 18:00:09.346847,344839.771,6292558.987
PJ702,J16,TBFZ-34,2235,7,9,2025-10-14 18:00:11.317456,336523.237,6300443.323
PJ702,J16,TBFR-18,12303,25,60,2025-10-14 18:00:11.317462,336523.237,6300443.323
PJ702,J20,FLXW-14,2119,12,16,2025-10-14 18:00:11.317463,336523.237,6300443.323
PJ702,J20,GCBC-67,5270,25,60,2025-10-14 18:00:11.317465,336523.237,6300443.323
PJ702,542,TBFT-53,552,0,4,2025-10-14 18:00:11.317466,336523.237,6300443.323
PJ702,542,TBFS-41,6480,25,60,2025-10-14 18:00:11.317467,336523.237,6300443.323
PJ702,505,VHXK-63,1,0,3,2025-10-14 18:00:11.317469,336523.237,6300443.323
PJ702,J04,FLXV-58,2503,8,12,2025-10-14 18:00:11.317470,336523.237,6300443.323
PJ702,J04,GCBD-80,3813,13,19,2025-10-14 18:00:11.317471,336523.237,6300443.323
PJ702,J05,PFXC-49,1813,9,11,2025-10-14 18:00:11.317473,336523.237,6300443.323
