bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PG1702,211,TBYY-70,5096,17,25,2025-10-28 16:00:03.169326,341497.892,6276246.319
PG1702,211,FLXX-28,9798,25,60,2025-10-28 16:00:03.169333,341497.892,6276246.319
PG1702,G02,FLXX-24,1478,4,6,2025-10-28 16:00:03.169336,341497.892,6276246.319
PG1702,G02,FLXL-94,9355,25,60,2025-10-28 16:00:03.169337,341497.892,6276246.319
PJ2025,J08,TBFS-48,2295,5,7,2025-10-28 16:00:05.166873,341983.001,6301681.001
PJ2025,J08,FLXT-66,8758,25,60,2025-10-28 16:00:05.166878,341983.001,6301681.001
PB105,272,VFHT-80,1119,5,7,2025-10-28 16:00:07.236407,348748.36,6303736.79
PB105,272,VFHV-87,7108,25,60,2025-10-28 16:00:07.236411,348748.36,6303736.79
PB105,B02,FLXR-75,2287,10,14,2025-10-28 16:00:07.236412,348748.36,6303736.79
PB105,116,HPFJ-98,129,0,3,2025-10-28 16:00:07.236413,348748.36,6303736.79
PB105,116,FLXT-56,4479,13,17,2025-10-28 16:00:07.236414,348748.36,6303736.79
PB105,B14,HPFJ-99,1585,6,8,2025-10-28 16:00:07.236415,348748.36,6303736.79
PB105,B15,SPCG-97,350,0,3,2025-10-28 16:00:07.236416,348748.36,6303736.79
PB105,107,PFYC-48,407,0,3,2025-10-28 16:00:07.236417,348748.36,6303736.79
PB105,107,PGBY-37,2386,8,10,2025-10-28 16:00:07.236418,348748.36,6303736.79
PC897,C11,SHCV-75,3925,12,18,2025-10-28 16:00:08.624718,355321.107,6304558.592
PC897,C11,LFGJ-99,4103,13,19,2025-10-28 16:00:08.624723,355321.107,6304558.592
PI1027,I07,VHTB-61,2533,6,8,2025-10-28 16:00:11.159799,333345.953,6290630.771
PI1027,I07,VHSX-97,7853,25,60,2025-10-28 16:00:11.159805,333345.953,6290630.771
PA44,B27,FLXT-86,1074,4,6,2025-10-28 16:00:13.162112,347039.563,6298913.813
PA44,303,FLXD-74,809,0,5,2025-10-28 16:00:13.162117,347039.563,6298913.813
PA44,514,FLXD-46,1436,6,8,2025-10-28 16:00:13.162118,347039.563,6298913.813
