bus_stop_code,route_id,bus_id,meters_distance,min_arrival_time,max_arrival_time,date,X,Y
PA355,402,LXWP-66,368,0,3,2025-10-15 22:00:03.275627,343845.3,6298967.05
PA355,402,PFVH-14,2848,13,19,2025-10-15 22:00:03.275634,343845.3,6298967.05
PA355,505,LXWS-33,8701,25,60,2025-10-15 22:00:03.275637,343845.3,6298967.05
PA355,505,VHZY-51,9273,25,60,2025-10-15 22:00:03.275638,343845.3,6298967.05
PE249,226,VFPZ-56,2996,9,13,2025-10-15 22:00:07.205285,352203.845,6286213.478
PE249,226,VFPJ-28,7386,19,27,2025-10-15 22:00:07.205290,352203.845,6286213.478
PE249,E01,BJFS-44,210,0,3,2025-10-15 22:00:07.205292,352203.845,6286213.478
PG1217,G38,THTG-69,2760,9,13,2025-10-15 22:00:09.215060,343889.78,6280341.58
PG1217,G38,THTF-11,5933,18,26,2025-10-15 22:00:09.215064,343889.78,6280341.58
PG1217,G24,FZZF-83,4867,8,12,2025-10-15 22:00:09.215066,343889.78,6280341.58
PG629,G28,BJFS-41,767,0,3,2025-10-15 22:00:11.517907,345282.868,6283998.154
PG629,G28,FLXK-47,3120,7,9,2025-10-15 22:00:11.517912,345282.868,6283998.154
PG629,G13,SHCV-33,2654,7,9,2025-10-15 22:00:11.517913,345282.868,6283998.154
PG629,G13,SHXB-18,7864,25,60,2025-10-15 22:00:11.517914,345282.868,6283998.154
PG629,F06,SPZY-85,7183,19,27,2025-10-15 22:00:11.517915,345282.868,6283998.154
PG629,F06,SPZX-85,14470,25,60,2025-10-15 22:00:11.517916,345282.868,6283998.154
PI593,I17,FLXL-83,1878,5,7,2025-10-15 22:00:13.489603,339317.936,6294378.454
PI593,I17,FLXL-80,7835,20,28,2025-10-15 22:00:13.489608,339317.936,6294378.454
PI593,509,FLXH-90,3203,7,9,2025-10-15 22:00:13.489610,339317.936,6294378.454
PI593,509,FLXV-36,7047,16,24,2025-10-15 22:00:13.489610,339317.936,6294378.454
PI593,I03,FLXF-57,762,0,3,2025-10-15 22:00:13.489611,339317.936,6294378.454
