id,codinfra,comuna,bus_stop_code,nombre_par,n_servicios,servicios,coordinates
11672,L-35-6-5-OP,PADRE HURTADO,PI1923,Cam. Bajos de Sta. Cruz / esq. El Muelle,1,I35,"[-70.823088, -33.572525]"
11671,L-35-1-67-OP,PADRE HURTADO,PI1935,Cam. Sn. Alberto Hurtado / esq. Sn. Fco de Borja,1,I35,"[-70.8189, -33.571649]"
11674,L-35-5-48-NS,PADRE HURTADO,PI1926,Avenida San Ignacio / esq. Cam. Sn. A. Hurtado,1,I35,"[-70.818197, -33.57202]"
11693,L-35-5-49-SN,PADRE HURTADO,PI1925,Avenida San Ignacio / esq. Cam. Sn. A. Hurtado,1,I35,"[-70.817967, -33.57187]"
11675,L-35-5-54-NS,PADRE HURTADO,PI1927,Avenida San Ignacio / esq. San Alberto,1,I35,"[-70.816035, -33.574243]"
11692,L-35-5-53-SN,PADRE HURTADO,PI1936,Avenida San Ignacio / esq. Brasilia,1,I35,"[-70.816211, -33.57388]"
11676,L-35-5-60-NS,PADRE HURTADO,PI1928,Avenida San Ignacio / esq. Av.1� Transversal,1,I35,"[-70.813886, -33.576583]"
11677,L-35-5-68-NS,PADRE HURTADO,PI1885,Avenida San Ignacio / esq. Villa Los Troncos,1,I35,"[-70.811942, -33.578902]"
11690,L-35-5-65-SN,PADRE HURTADO,PI1895,Avenida San Ignacio / esq. Av.1� Transversal,1,I35,"[-70.812567, -33.577883]"
11691,L-35-5-61-SN,PADRE HURTADO,PI1937,Avenida San Ignacio / esq. Guacolda,1,I35,"[-70.813567, -33.576786]"
11695,L-35-7-10-NS,PADRE HURTADO,PI1922,Avenida Los Silos / esq. Brasilia,1,I35,"[-70.814283, -33.571365]"
11669,L-35-7-11-SN,PADRE HURTADO,PI1921,Avenida Los Silos / esq. Brasilia,1,I35,"[-70.814046, -33.571359]"
11696,L-35-7-18-NS,PADRE HURTADO,PI1920,Avenida Los Silos / esq. Buenos Aires,1,I35,"[-70.812107, -33.572912]"
11668,L-35-7-17-SN,PADRE HURTADO,PI1932,Avenida Los Silos / esq. R�o B�o B�o,1,I35,"[-70.812316, -33.572584]"
11673,L-35-8-5-PO,PADRE HURTADO,PI1924,Av. Sta. Herminia -Poniente / esq. Av. San Ignacio,1,I35,"[-70.821011, -33.569057]"
11670,L-35-1-61-OP,PADRE HURTADO,PI1933,Cam. Sn. Alberto Hurtado / esq. Av. Jos� Luis Caro,1,I35,"[-70.816178, -33.56975]"
11694,L-35-1-60-PO,PADRE HURTADO,PI1934,Cam. Sn. Alberto Hurtado / esq. Avenida Los Silos,1,I35,"[-70.81578, -33.569783]"
11682,L-35-11-20-NS,PADRE HURTADO,PI1930,Escult. Nicanos Plaza / esq. J. Miguel Blanco,1,I35,"[-70.809262, -33.590926]"
11681,L-35-10-20-OP,PADRE HURTADO,PI1929,Los Nogales / esq. Virginio Arias,1,I35,"[-70.809243, -33.590015]"
11683,L-35-9-20-SN,PADRE HURTADO,PI1931,Pintor Pablo Burchard / esq. Pasaje La Fuente,1,I35,"[-70.80733, -33.590756]"
11685,L-35-5-91-SN,PADRE HURTADO,PI1890,Avenida San Ignacio / esq. Psje. Oscar Castro,1,I35,"[-70.80703, -33.587243]"
11680,L-35-5-96-NS,PADRE HURTADO,PI1888,Avenida San Ignacio / esq. P. Pablo Burchard,1,I35,"[-70.806379, -33.588578]"
11684,L-35-5-95-SN,PADRE HURTADO,PI1889,Avenida San Ignacio / esq. Psje. Jos� Donoso,1,I35,"[-70.806438, -33.588289]"
11679,L-35-5-86-NS,PADRE HURTADO,PI1887,Avenida San Ignacio / esq. Calle Azahar,1,I35,"[-70.808199, -33.585395]"
11687,L-35-5-81-SN,PADRE HURTADO,PI1892,Avenida San Ignacio / esq. Israel,1,I35,"[-70.808881, -33.584024]"
11686,L-35-5-85-SN,PADRE HURTADO,PI1891,Avenida San Ignacio / esq. Victorino Lastarria,1,I35,"[-70.808257, -33.585106]"
11678,L-35-5-80-NS,PADRE HURTADO,PI1886,Avenida San Ignacio / esq. Los Jesuitas,1,I35,"[-70.809603, -33.582976]"
11688,L-35-5-79-SN,PADRE HURTADO,PI1893,Avenida San Ignacio / esq. Los Jesuitas,1,I35,"[-70.809868, -33.582287]"
11689,L-35-5-71-SN,PADRE HURTADO,PI1894,Avenida San Ignacio / esq. Los Jazmines,1,I35,"[-70.811335, -33.579768]"
11667,L-35-4-61-OP,PADRE HURTADO,PI1884,Av.Primera Transversal / esq. Avenida Los Silos,1,I35,"[-70.809845, -33.573964]"
11697,L-35-4-60-PO,PADRE HURTADO,PI1896,Av.Primera Transversal / esq. Avenida Los Silos,1,I35,"[-70.809619, -33.573931]"
11698,L-35-4-52-PO,PADRE HURTADO,PI1897,Av.Primera Transversal / esq. Quito,1,I35,"[-70.80736, -33.572061]"
11666,L-35-4-51-OP,PADRE HURTADO,PI1883,Av.Primera Transversal / esq. Quito,1,I35,"[-70.807401, -33.571934]"
11699,L-35-4-46-PO,PADRE HURTADO,PI1898,Av.Primera Transversal / esq. El Manzano,1,I35,"[-70.805836, -33.570794]"
11665,L-35-4-45-OP,PADRE HURTADO,PI1882,Av.Primera Transversal / esq. Teniente Merino,1,I35,"[-70.805385, -33.570305]"
11700,L-35-4-40-PO,PADRE HURTADO,PI1899,Parada  / Plaza El Manzano,1,I35,"[-70.803574, -33.569213]"
11664,L-35-4-35-OP,PADRE HURTADO,PI1881,Av.Primera Transversal / esq. Luis Pasteur,1,I35,"[-70.802289, -33.568032]"
11701,L-35-4-36-PO,PADRE HURTADO,PI1900,Av.Primera Transversal / esq. Luis Pasteur,1,I35,"[-70.802204, -33.568097]"
11702,L-35-4-26-PO,PADRE HURTADO,PI1901,Av.Primera Transversal / esq. I. Carrera Pinto,1,I35,"[-70.799741, -33.565716]"
11663,L-35-4-23-OP,PADRE HURTADO,PI1880,Av.Primera Transversal / esq. I. Carrera Pinto,1,I35,"[-70.799432, -33.565314]"
11703,L-35-4-20-PO,PADRE HURTADO,PI1902,"Av.Primera Transversal / esq. A, Blest Gana",1,I35,"[-70.798525, -33.564714]"
11662,L-35-4-17-OP,PADRE HURTADO,PI1879,Av.Primera Transversal / esq. El Tr�bol,1,I35,"[-70.797887, -33.564065]"
11704,L-35-4-12-PO,PADRE HURTADO,PI1903,Parada  / Liceo Paul Harris,1,I35,"[-70.79641, -33.562996]"
11659,L-35-2-55-NS,PADRE HURTADO,PI1876,Segunda Avenida / esq. Cam. Sn. A. Hurtado,1,I35,"[-70.7999, -33.557769]"
11707,L-35-2-54-SN,PADRE HURTADO,PI1906,Segunda Avenida / esq. Cam. Sn. A. Hurtado,1,I35,"[-70.799675, -33.557835]"
11660,L-35-2-45-NS,PADRE HURTADO,PI1877,Segunda Avenida / esq. Villa El Jard�n,1,I35,"[-70.797371, -33.559988]"
11706,L-35-2-50-SN,PADRE HURTADO,PI1905,Segunda Avenida / esq. M. de Cervantes,1,I35,"[-70.797877, -33.559421]"
11661,L-35-2-35-NS,PADRE HURTADO,PI1878,Segunda Avenida / esq. Av.1� Transversal,1,I35,"[-70.79533, -33.561794]"
11705,L-35-2-40-SN,PADRE HURTADO,PI1904,Segunda Avenida / esq. La Uni�n,1,I35,"[-70.796142, -33.560961]"
11658,L-35-1-5-OP,PADRE HURTADO,PI1875,Cam. Sn. Alberto Hurtado / esq. La Pir�mide,1,I35,"[-70.798775, -33.555999]"
2623,L-13-63-5-NS,MAIPÚ,PI317,Central Poniente / esq. Lago Bracciano,6,111;113;113e;113c;I11;I11N,"[-70.795134, -33.554516]"
2624,L-13-63-10-PO,MAIPÚ,PI307,Central Poniente / esq. Lago de Como,6,111;113;113e;113c;I11;I11N,"[-70.792965, -33.55627]"
2649,L-13-61-10-OP,MAIPÚ,PI269,Central Oriente / esq. Lago de Como,6,111;113;113e;113c;I11;I11N,"[-70.792278, -33.556078]"
2626,L-13-63-20-PO,MAIPÚ,PI309,Central Poniente / esq. Castelgandolfo,6,111;113;113e;113c;I11;I11N,"[-70.788217, -33.559974]"
2647,L-13-61-20-OP,MAIPÚ,PI267,Central Oriente / esq. Castelgandolfo,6,111;113;113e;113c;I11;I11N,"[-70.787906, -33.559481]"
2625,L-13-63-15-PO,MAIPÚ,PI308,Central Poniente / esq. Lago Bolsena,6,111;113;113e;113c;I11;I11N,"[-70.790741, -33.558006]"
2648,L-13-61-15-SN,MAIPÚ,PI268,Central Oriente / esq. Lago Bolsena,6,111;113;113e;113c;I11;I11N,"[-70.789813, -33.557804]"
2628,L-13-63-30-PO,MAIPÚ,PI311,Central Poniente / esq. Eucaliptus,6,111;113;113e;113c;I11;I11N,"[-70.784505, -33.562858]"
2629,L-13-63-35-PO,MAIPÚ,PI312,Central Poniente / esq. Lago Albano,6,111;113;113e;113c;I11;I11N,"[-70.783257, -33.563823]"
2630,L-13-63-40-PO,MAIPÚ,PI1599,Parada 3 / Colegio Los Alpes,4,111;113;113e;113c,"[-70.782099, -33.565532]"
5396,L-13-63-45-PO,MAIPÚ,PI313,Parada 1 / Colegio Los Alpes,2,I11;I11N,"[-70.781393, -33.565595]"
2644,L-13-61-35-OP,MAIPÚ,PI264,Lago Carezza / esq. Pque. Central-Oriente,6,111;113;113e;113c;I11;I11N,"[-70.781046, -33.565538]"
2645,L-13-61-30-OP,MAIPÚ,PI265,Central Oriente / esq. Lago Albano,6,111;113;113e;113c;I11;I11N,"[-70.78233, -33.563712]"
2627,L-13-63-25-PO,MAIPÚ,PI310,Central Poniente / esq. Lago de Lugano,6,111;113;113e;113c;I11;I11N,"[-70.78611, -33.561591]"
2646,L-13-61-25-OP,MAIPÚ,PI266,Central Oriente / esq. Lago de Lugano,6,111;113;113e;113c;I11;I11N,"[-70.785388, -33.561336]"
2639,L-13-86-5-NS,MAIPÚ,PI1094,Jorge Andr�s Guerra / esq. J. Infante Larra�n,6,111;113;113e;113c;I11;I11N,"[-70.780529, -33.560016]"
2635,L-13-80-5-OP,MAIPÚ,PI1100,Alc. Jos� L. Infante / esq. Jorge A. Guerra,6,111;113;113e;113c;I11;I11N,"[-70.780313, -33.560357]"
2638,L-13-86-15-NS,MAIPÚ,PI1093,Jorge Andr�s Guerra / esq. J. Infante Larra�n,6,111;113;113e;113c;I11;I11N,"[-70.779119, -33.558246]"
11649,L-30-93-5-NS,SAN BERNARDO,PG2045,Las Brisas / esq. Cam. El Romeral,1,G37,"[-70.749584, -33.696201]"
11646,L-30-93-5-SN,SAN BERNARDO,PG2044,Las Brisas / esq. Cam. El Romeral,1,G37,"[-70.749517, -33.696085]"
11647,L-30-93-10-SN,SAN BERNARDO,PG2046,Las Brisas / esq. Las Brisas Int.,1,G37,"[-70.749754, -33.694477]"
11648,L-30-93-10-NS,SAN BERNARDO,PG2034,Las Brisas / esq. Las Brisas Int.,1,G37,"[-70.749857, -33.694214]"
11650,L-30-92-250-PO,SAN BERNARDO,PG2043,Camino El Romeral / esq. El Barranc�n,1,G37,"[-70.747129, -33.695334]"
11645,L-30-92-250-OP,SAN BERNARDO,PG2042,Camino El Romeral / esq. Las Brisas,1,G37,"[-70.746898, -33.695139]"
11644,L-30-21-105-NS,SAN BERNARDO,PG2041,Camino El Barranc�n / esq. El Almendral,1,G37,"[-70.744996, -33.69228]"
11651,L-30-21-105-SN,SAN BERNARDO,PG2032,Camino El Barranc�n / esq. El Almendral,1,G37,"[-70.744888, -33.692273]"
11470,L-30-87-15-NS,SAN BERNARDO,PG1959,Estrella Sur / esq. Saguita,1,G07,"[-70.751755, -33.672197]"
11481,L-30-87-15-SN,SAN BERNARDO,PG1960,Estrella Norte / esq. Gamma,1,G07,"[-70.751164, -33.672095]"
11469,L-30-87-10-NS,SAN BERNARDO,PG1958,Estrella Sur / esq. Capella,1,G07,"[-70.751263, -33.670151]"
11482,L-30-87-10-SN,SAN BERNARDO,PG1961,Estrella Norte / esq. Hadar,1,G07,"[-70.750709, -33.66966]"
11484,L-30-23-05-PO,SAN BERNARDO,PG1963,Eliodoro Y��ez / esq. Cerro Cariquina,1,G07,"[-70.746926, -33.669154]"
11483,L-30-23-010-PO,SAN BERNARDO,PG1962,Eliodoro Y��ez / esq. Nizar,1,G07,"[-70.750212, -33.669112]"
11468,L-30-23-010-OP,SAN BERNARDO,PG1957,Eliodoro Y��ez / esq. Antares,1,G07,"[-70.749157, -33.669001]"
11643,L-30-21-85-NS,SAN BERNARDO,PG2040,Camino El Barranc�n / esq. El Matico,1,G37,"[-70.745311, -33.684954]"
11652,L-30-21-85-SN,SAN BERNARDO,PG2033,Camino El Barranc�n / esq. El Matico,1,G37,"[-70.74516, -33.68492]"
11642,L-30-21-75-NS,SAN BERNARDO,PG2031,Camino El Barranc�n / esq. Rucalhue,1,G37,"[-70.74543, -33.679595]"
11653,L-30-21-75-SN,SAN BERNARDO,PG2039,Camino El Barranc�n / esq. Rucalhue,1,G37,"[-70.74533, -33.679471]"
11641,L-30-21-60-NS,SAN BERNARDO,PG2028,Camino El Barranc�n / esq. Pasaje We Ruka,1,G37,"[-70.745352, -33.67525]"
11654,L-30-21-60-SN,SAN BERNARDO,PG2038,Camino El Barranc�n / esq. Psje. Antu Newen,1,G37,"[-70.745063, -33.674794]"
11640,L-30-21-50-NS,SAN BERNARDO,PG2025,Camino El Barranc�n / esq. Volc�n Llullaillaco,1,G37,"[-70.744359, -33.671476]"
11655,L-30-21-50-SN,SAN BERNARDO,PG2037,Camino El Barranc�n / esq. Volc�n Llullaillaco,1,G37,"[-70.74423, -33.671469]"
11485,L-30-23-1-PO,SAN BERNARDO,PG1964,Eliodoro Y��ez / esq. El Barranc�n,1,G07,"[-70.744282, -33.669255]"
11480,L-30-23-5-OP,SAN BERNARDO,PG1650,Eliodoro Y��ez / esq. El Barranc�n,1,G07,"[-70.74345, -33.669121]"
11467,L-30-23-1-OP,SAN BERNARDO,PG1956,Eliodoro Y��ez / esq. Volc�n Guallatiri,1,G07,"[-70.744372, -33.669054]"
11466,L-30-21-40-NS,SAN BERNARDO,PG1947,Camino El Barranc�n / esq. Eliodoro Ya�ez,2,G07;G37,"[-70.743638, -33.66888]"
11656,L-30-21-39-SN,SAN BERNARDO,PG2036,Camino El Barranc�n / esq. Eliodoro Ya�ez,1,G37,"[-70.743516, -33.668711]"
11465,L-30-21-33-NS,SAN BERNARDO,PG1597,Parada  / Pueblo Lo Herrera,2,G07;G37,"[-70.743039, -33.666658]"
11486,L-30-21-35-SN,SAN BERNARDO,PG1644,Parada  / Pueblo Lo Herrera,2,G07;G37,"[-70.742873, -33.666441]"
11487,L-30-21-30-SN,SAN BERNARDO,PG1643,Camino El Barranc�n / esq. Lo Infante,2,G07;G37,"[-70.742407, -33.664732]"
11479,L-30-23-10-OP,SAN BERNARDO,PG1651,Eliodoro Y��ez / esq. Altura del 1840,1,G07,"[-70.739732, -33.668601]"
11471,L-30-23-12-PO,SAN BERNARDO,PG1570,Eliodoro Y��ez / esq. Altura del 1840,1,G07,"[-70.738762, -33.668593]"
11472,L-30-23-18-PO,SAN BERNARDO,PG1571,Eliodoro Y��ez / esq. Altura del 1810,1,G07,"[-70.735606, -33.668142]"
11478,L-30-23-15-OP,SAN BERNARDO,PG1652,Eliodoro Y��ez / esq. Altura del 1810,1,G07,"[-70.735593, -33.668013]"
11473,L-30-23-23-PO,SAN BERNARDO,PG1569,Eliodoro Y��ez / esq. Altura del 1100,1,G07,"[-70.731945, -33.667597]"
11477,L-30-23-20-OP,SAN BERNARDO,PG1797,Eliodoro Y��ez / esq. Altura del 1100,1,G07,"[-70.7313, -33.667416]"
11476,L-30-23-25-OP,SAN BERNARDO,PG1798,Eliodoro Y��ez / esq. Altura del 550,1,G07,"[-70.726304, -33.666747]"
11474,L-30-23-25-PO,SAN BERNARDO,PG1799,Eliodoro Y��ez / esq. Altura del 550,1,G07,"[-70.725686, -33.666731]"
11475,L-30-23-28-PO,SAN BERNARDO,PG1572,Eliodoro Y��ez / esq. Av. Pdte. J. Alessandri,1,G07,"[-70.720659, -33.666033]"
11488,L-30-21-25-SN,SAN BERNARDO,PG1645,Camino El Barranc�n / esq. Lo Infante,2,G07;G37,"[-70.736787, -33.652566]"
11464,L-30-21-23-NS,SAN BERNARDO,PG1596,Camino El Barranc�n / esq. Lo Infante,2,G07;G37,"[-70.736703, -33.651601]"
11489,L-30-21-20-SN,SAN BERNARDO,PG1646,Camino El Barranc�n / esq. Santa In�s,2,G07;G37,"[-70.73592, -33.649344]"
11463,L-30-21-18-NS,SAN BERNARDO,PG1566,Camino El Barranc�n / esq. Santa In�s,2,G07;G37,"[-70.735962, -33.648565]"
11490,L-30-21-15-SN,SAN BERNARDO,PG1647,Parada  / Escuela @ Las Nieves,2,G07;G37,"[-70.734308, -33.642651]"
11462,L-30-21-13-NS,SAN BERNARDO,PG1567,Parada  / Escuela @ Las Nieves,2,G07;G37,"[-70.734435, -33.642412]"
11491,L-30-21-10-SN,SAN BERNARDO,PG1648,Camino El Barranc�n / esq. Sta. Teresa de Tango,2,G07;G37,"[-70.732582, -33.63733]"
11461,L-30-21-8-NS,SAN BERNARDO,PG1565,Camino El Barranc�n / esq. Santa In�s,2,G07;G37,"[-70.732619, -33.637192]"
11492,L-30-21-5-SN,SAN BERNARDO,PG1649,Camino El Barranc�n / esq. Cam.La Capilla de Nos,2,G07;G37,"[-70.73092, -33.634729]"
11493,L-30-11-3-PO,SAN BERNARDO,PG1769,Capilla de Nos / esq. Av. Pdte. J. Alessandri,2,G07;G37,"[-70.722608, -33.636425]"
11460,L-30-11-3-OP,SAN BERNARDO,PG1564,Capilla de Nos / esq. El Barranc�n,2,G07;G37,"[-70.729417, -33.634775]"
11459,L-30-11-5-OP,SAN BERNARDO,PG1768,Capilla de Nos / esq. El Barranc�n,2,G07;G37,"[-70.722819, -33.636288]"
11780,T-30-243-NS-145,SAN BERNARDO,PG2111,Parada  / Pasarela @ Lomas de Mirasur,1,G27,"[-70.715221, -33.621673]"
11773,T-30-240-SN-205,SAN BERNARDO,PG2110,Parada  / Pasarela @ Lomas de Mirasur,1,G27,"[-70.714684, -33.620643]"
2631,L-13-61-40-PO,MAIPÚ,PI314,Lago Carezza / esq. Parque Sur,6,111;113;113e;113c;I11;I11N,"[-70.77788, -33.567373]"
2643,L-13-92-5-NS,MAIPÚ,PI1097,Parque Sur / esq. Lago Carezza,6,111;113;113e;113c;I11;I11N,"[-70.777678, -33.5668]"
2632,L-13-92-10-SN,MAIPÚ,PI1098,Parque Sur / esq. Puerto Yungay,6,111;113;113e;113c;I11;I11N,"[-70.776478, -33.565094]"
2642,L-13-92-15-NS,MAIPÚ,PI1096,Parque Sur / esq. Puerto Yungay,6,111;113;113e;113c;I11;I11N,"[-70.776457, -33.564429]"
2633,L-13-92-20-SN,MAIPÚ,PI1099,Parque Sur / esq. J. Infante Larra�n,6,111;113;113e;113c;I11;I11N,"[-70.775494, -33.56293]"
2640,L-13-80-5-PO,MAIPÚ,PI1639,Alc. Jos� L. Infante / esq. Barrio Central,6,111;113;113e;113c;I11;I11N,"[-70.778644, -33.56141]"
2634,L-13-80-10-OP,MAIPÚ,PI1638,Alc. Jos� L. Infante / esq. Canal Melinka,6,111;113;113e;113c;I11;I11N,"[-70.778028, -33.561244]"
2641,L-13-80-10-PO,MAIPÚ,PI1095,Alc. Jos� L. Infante / esq. Parque Sur,6,111;113;113e;113c;I11;I11N,"[-70.775919, -33.562578]"
2637,L-13-86-20-NS,MAIPÚ,PI1939,Jorge Andr�s Guerra / esq. Michimalongo,5,111;113;113e;I11;I11N,"[-70.778409, -33.556077]"
2636,L-13-86-20-SN,MAIPÚ,PI1938,Jorge Andr�s Guerra / esq. Cam. Los. Talaveras,6,111;113;113e;113c;I11;I11N,"[-70.778242, -33.555791]"
11779,T-30-243-NS-120,SAN BERNARDO,PG2112,Av. Pdte. J. Alessandri R. / esq. Sta. Teresa de Tango,1,G27,"[-70.716491, -33.612304]"
11774,T-30-243-SN-069,SAN BERNARDO,PG2119,Av. Pdte. J. Alessandri R. / esq. General Urrutia,1,G27,"[-70.715909, -33.612303]"
11775,T-30-243-SN-047,SAN BERNARDO,PG2115,Av. Pdte. J. Alessandri R. / esq. Eucaliptus,1,G27,"[-70.71616, -33.604327]"
2098,L-30-69-25-NS,SAN BERNARDO,PG804,E. Madrid Osorio / esq. Onofre Ram�rez,3,G02;262n;G22,"[-70.714109, -33.606432]"
2036,L-30-69-30-SN,SAN BERNARDO,PG756,E. Madrid Osorio / esq. Eyzaguirre,3,G02;262n;G22,"[-70.715048, -33.604645]"
2097,L-30-26-15-NS,SAN BERNARDO,PG803,Eyzaguirre / esq. Eucaliptus,5,G02;G08;262n;G22;G27,"[-70.714993, -33.603921]"
11776,T-30-243-SN-040,SAN BERNARDO,PG2116,Av. Pdte. J. Alessandri R. / esq. Sn. Juan de La Cruz,1,G27,"[-70.715875, -33.601915]"
2096,L-30-4-80-NS,SAN BERNARDO,PG2098,Avenida Am�rica / esq. Eyzaguirre,2,G02;G27,"[-70.714204, -33.602389]"
2037,L-30-4-70-SN,SAN BERNARDO,PG757,Avenida Am�rica / esq. Nogales,1,G02,"[-70.713942, -33.602092]"
11777,T-30-243-SN-033,SAN BERNARDO,PG2118,Av. Pdte. J. Alessandri R. / esq. Nogales,1,G27,"[-70.71552, -33.599214]"
2094,L-30-56-6-PO,SAN BERNARDO,PG2108,San Alfonso / esq. Avenida Costanera,2,G02;G27,"[-70.713397, -33.597557]"
2040,L-30-56-5-OP,SAN BERNARDO,PG760,San Alfonso / esq. Psje.Carlos Atienza,1,G02,"[-70.713975, -33.597329]"
11778,T-30-251-PO-1,SAN BERNARDO,PG2109,Avenida San Jos� / esq. Buenos Aires,1,G27,"[-70.71423, -33.594994]"
2041,L-30-9-5-SN,SAN BERNARDO,PG761,Buenos Aires / esq. San Jos�,1,G02,"[-70.713856, -33.595283]"
2093,L-30-9-6-NS,SAN BERNARDO,PG2102,Buenos Aires / esq. Avenida San Jos�,2,G02;G27,"[-70.713815, -33.594711]"
2042,L-30-32-1-OP,SAN BERNARDO,PG1733,Parada  / Parada Col�n,1,G02,"[-70.714031, -33.589413]"
1866,T-30-243-SN-2,SAN BERNARDO,PG81,Av. Pdte. J. Alessandri R. / esq. Amazonas,1,201e,"[-70.713719, -33.58515]"
1860,T-30-243-NS-30,SAN BERNARDO,PG76,Av. Pdte. J. Alessandri R. / esq. Yerbas Buenas,1,201e,"[-70.714154, -33.580473]"
1859,T-30-243-NS-25,SAN BERNARDO,PB1546,Av. Pdte. J. Alessandri R. / esq. Nacimiento,1,201e,"[-70.713648, -33.5766]"
11721,L-30-94-11-OP,SAN BERNARDO,PG2075,Santa Alejandra / esq. Santa Josefina,1,G39,"[-70.720226, -33.554528]"
11744,L-30-94-10-PO,SAN BERNARDO,PG2086,Santa Alejandra / esq. Santa Josefina,1,G39,"[-70.7201, -33.554665]"
11722,L-30-31-04-PO,SAN BERNARDO,PG2074,Las Acacias / esq. San Eugenio,1,G39,"[-70.718043, -33.557958]"
11743,L-30-31-07-OP,SAN BERNARDO,PG2085,Las Acacias / esq. Santa Josefina,1,G39,"[-70.718421, -33.557448]"
2243,L-30-31-10-PO,SAN BERNARDO,PG1053,Las Acacias / esq. El Vergel,2,G09;G39,"[-70.713568, -33.558667]"
2230,L-30-31-5-OP,SAN BERNARDO,PG1047,Las Acacias / esq. Chena,2,G09;G39,"[-70.716862, -33.557904]"
2242,L-30-15-10-NS,SAN BERNARDO,PG1051,Chena / esq. Santa Alejandra,2,G09;G39,"[-70.716777, -33.554933]"
11745,L-30-15-9-SN,SAN BERNARDO,PG2087,Chena / esq. Santa Rita,1,G39,"[-70.716473, -33.554806]"
924,L-30-46-6-SN,SAN BERNARDO,PG1615,Av. Pdte. J. Alessandri R. / esq. Julio Z��iga,2,211;G02,"[-70.711469, -33.641208]"
923,L-30-46-4-SN,SAN BERNARDO,PG1607,Av. Pdte. J. Alessandri R. / esq. Carlos Alegr�a,2,211;G02,"[-70.711232, -33.642897]"
925,L-30-46-3-SN,SAN BERNARDO,PG1574,Av. Pdte. J. Alessandri R. / esq. Regina G�lvez,2,211;G02,"[-70.711879, -33.63858]"
11494,L-30-11-5-PO,SAN BERNARDO,PG1641,Capilla de Nos / esq. Av. Pdte. J. Alessandri,2,G07;G37,"[-70.713058, -33.638296]"
11781,T-30-243-NS-62,SAN BERNARDO,PG2120,Av. Pdte. J. Alessandri R. / esq. La Capilla de Nos,1,G27,"[-70.712967, -33.637909]"
11782,T-30-243-SN-0147,SAN BERNARDO,PG2113,Av. Pdte. J. Alessandri R. / esq. Regina G�lvez,1,G27,"[-70.712032, -33.637525]"
11639,L-30-55-15-OP,SAN BERNARDO,PG1758,Regina G�lvez / esq. Juan Harris,1,G37,"[-70.709828, -33.637649]"
922,L-30-51-125-NS,SAN BERNARDO,PG1702,Avenida Portales / esq. Enrique Lynch,2,211;G02,"[-70.709121, -33.641828]"
921,L-30-51-120-NS,SAN BERNARDO,PG1605,Avenida Portales / esq. Robert Kennedy,2,211;G02,"[-70.708433, -33.640059]"
920,L-30-51-115-NS,SAN BERNARDO,PG703,Avenida Portales / esq. Regina G�lvez,4,211;G02;G07;G37,"[-70.707713, -33.637437]"
2049,L-30-13-5-PO,SAN BERNARDO,PG1629,Camino Nos Los. Morros / esq. Santa Filomena,1,G02,"[-70.703364, -33.639512]"
2078,L-30-13-10-OP,SAN BERNARDO,PG1628,Camino Nos Los. Morros / esq. Santa Filomena,1,G02,"[-70.703651, -33.639399]"
2077,L-30-13-13-OP,SAN BERNARDO,PG1751,Camino Nos Los. Morros / esq. Joseph Denos,1,G02,"[-70.700481, -33.639797]"
2050,L-30-13-7-PO,SAN BERNARDO,PG1752,Camino Nos Los. Morros / esq. Joseph Denos,1,G02,"[-70.699625, -33.640105]"
11772,T-30-243-SN-0132,SAN BERNARDO,PG2114,Parada  / Mall Plaza Sur,1,G27,"[-70.71296, -33.632129]"
919,L-30-51-100-NS,SAN BERNARDO,PG702,Avenida Portales / esq. Garc�a de La Huerta,5,211;G02;G07;G37;G27,"[-70.706546, -33.634775]"
11657,L-30-51-105-SN,SAN BERNARDO,PG727,Avenida Portales / esq. Mall Plaza Sur,2,G37;G27,"[-70.706396, -33.634755]"
918,L-30-51-95-NS,SAN BERNARDO,PG1745,Parada 2 / Est.Nos,5,211;G02;G07;G37;G27,"[-70.705779, -33.63326]"
926,L-30-51-95-SN,SAN BERNARDO,PG728,Parada 1 / Est.Nos,4,211;G02;G07;G37,"[-70.705518, -33.633266]"
2100,L-30-83-5-PO,SAN BERNARDO,PG1790,Mall Plaza Sur / esq. Avenida Portales,4,G08v;G08v;G38;G27,"[-70.706321, -33.631943]"
927,L-30-51-85-SN,SAN BERNARDO,PG729,Avenida Portales / esq. Leonardo Da Vinci,6,211;G02;G08v;G07;G37;G38,"[-70.703387, -33.629048]"
917,L-30-51-85-NS,SAN BERNARDO,PG1763,Avenida Portales / esq. Frida Khalo,6,211;G02;G08v;G07;G37;G38,"[-70.703393, -33.628787]"
928,L-30-51-80-SN,SAN BERNARDO,PG1764,Avenida Portales / esq. Paulo Freire,6,211;G02;G08v;G07;G37;G38,"[-70.702364, -33.626584]"
916,L-30-51-80-NS,SAN BERNARDO,PG700,Avenida Portales / esq. El Salitre,6,211;G02;G08v;G07;G37;G38,"[-70.702428, -33.626479]"
915,L-30-51-70-NS,SAN BERNARDO,PG699,Parada 2 / Est. 5 Pinos,6,211;G02;G08v;G07;G37;G38,"[-70.701669, -33.624613]"
929,L-30-51-75-SN,SAN BERNARDO,PG730,Parada 1 / Est. 5 Pinos,6,211;G02;G08v;G07;G37;G38,"[-70.701547, -33.624522]"
