id,codinfra,comuna,bus_stop_code,nombre_par,n_servicios,servicios,coordinates
1202,T-25-384-OP-15,SAN MIGUEL,PH223,Octava Avenida / esq. 4� Transversal,1,214,"[-70.664543, -33.509322]"
1111,T-25-390-SN-5,SAN MIGUEL,PH238,Cuarta Transversal / esq. 6� Avenida,2,214;H05,"[-70.665111, -33.507453]"
4508,L-25-12-7-OP,SAN MIGUEL,PH1446,Quinta Avenida / esq. 4� Transversal,1,H05,"[-70.664273, -33.506149]"
4434,L-28-15-10-OP,PEDRO AGUIRRE CERDA,PH522,Petrohu� / esq. Cahuelm�,1,H02,"[-70.678631, -33.503667]"
4435,L-28-15-5-OP,PEDRO AGUIRRE CERDA,PH523,Parada 4 / Liceo Julio @ Chan� Cariola,1,H02,"[-70.680521, -33.502811]"
4436,T-28-235-SN-7,PEDRO AGUIRRE CERDA,PH1530,Clotario Blest / esq. Alhu�,1,H02,"[-70.680259, -33.50144]"
4655,L-28-18-10-NS,PEDRO AGUIRRE CERDA,PH656,Quemchi / esq. Melinka,1,H09,"[-70.678111, -33.504987]"
4433,L-28-15-12-OP,PEDRO AGUIRRE CERDA,PH1526,Petrohu� / esq. Llaima,1,H02,"[-70.676814, -33.504521]"
4437,L-28-4-5-PO,PEDRO AGUIRRE CERDA,PH532,Alhu� / esq. Cahuelm�,1,H02,"[-70.678248, -33.502279]"
4616,L-28-18-5-SN,PEDRO AGUIRRE CERDA,PH623,Quemchi / esq. Alhu�,1,H09,"[-70.676766, -33.503151]"
4654,L-28-18-4-NS,PEDRO AGUIRRE CERDA,PH1480,Quemchi / esq. Alhu�,1,H09,"[-70.676621, -33.502818]"
2849,T-28-235-SN-10,PEDRO AGUIRRE CERDA,PH327,Clotario Blest / esq. Pirihueico,2,119;345,"[-70.679658, -33.50019]"
2818,T-28-235-NS-40,PEDRO AGUIRRE CERDA,PH301,Clotario Blest / esq. Huamalata,2,119;345,"[-70.679534, -33.49974]"
4662,L-28-23-10-PO,PEDRO AGUIRRE CERDA,PH723,Bombero Ossand�n / esq. Safo,1,H12,"[-70.680564, -33.497547]"
2850,T-28-235-SN-15,PEDRO AGUIRRE CERDA,PH328,Clotario Blest / esq. Vecinal,2,119;345,"[-70.678573, -33.498125]"
4663,L-28-23-15-PO,PEDRO AGUIRRE CERDA,PH724,Bombero Ossand�n / esq. Av. Clotario Blest,1,H12,"[-70.678635, -33.497571]"
2817,T-28-235-NS-35,PEDRO AGUIRRE CERDA,PH300,Clotario Blest / esq. Bombero Ossand�n,3,119;345;H12,"[-70.678199, -33.497201]"
4514,L-28-15-15-OP,PEDRO AGUIRRE CERDA,PH521,Petrohu� / esq. Club H�pico,2,H05;H09,"[-70.676101, -33.504833]"
4438,L-28-4-15-PO,PEDRO AGUIRRE CERDA,PH533,Alhu� / esq. Club H�pico,1,H02,"[-70.675756, -33.503426]"
2903,L-28-8-120-NS,PEDRO AGUIRRE CERDA,PH347,Club H�pico / esq. Alhu�,4,121;H02;H06;H13,"[-70.675473, -33.503301]"
2940,L-28-8-125-SN,PEDRO AGUIRRE CERDA,PH369,Club H�pico / esq. Palena,4,121;H05;H06;H13,"[-70.675347, -33.503281]"
4617,L-28-16-5-PO,PEDRO AGUIRRE CERDA,PH624,Pirihueico / esq. Club H�pico,1,H09,"[-70.674896, -33.502158]"
2941,L-28-8-110-SN,PEDRO AGUIRRE CERDA,PH370,Club H�pico / esq. Avenida 3 Poniente,6,121;H02;H05;H06;H09;H13,"[-70.674161, -33.501451]"
2902,L-28-8-115-NS,PEDRO AGUIRRE CERDA,PH346,Club H�pico / esq. Chacao,5,121;H02;H06;H09;H13,"[-70.674014, -33.501136]"
2942,L-28-8-105-SN,PEDRO AGUIRRE CERDA,PH371,Club H�pico / esq. Vecinal,5,121;H02;H06;H09;H13,"[-70.673278, -33.500191]"
2901,L-28-8-100-NS,PEDRO AGUIRRE CERDA,PH345,Club H�pico / esq. Vecinal,5,121;H02;H06;H09;H13,"[-70.673078, -33.499845]"
2851,T-28-235-SN-20,PEDRO AGUIRRE CERDA,PH329,Clotario Blest / esq. Av. Departamental,3,119;345;H12,"[-70.676627, -33.494522]"
8476,T-28-89-PO-15,PEDRO AGUIRRE CERDA,PH4,Av. Departamental / esq. Av. Clotario Blest,3,108;107;102,"[-70.676843, -33.493937]"
8475,T-28-89-PO-12,PEDRO AGUIRRE CERDA,PH3,Av. Departamental / esq. Ranquil,3,108;107;102,"[-70.68018, -33.491546]"
8511,T-28-89-OP-25,PEDRO AGUIRRE CERDA,PH42,Av. Departamental / esq. Ranquil,3,108;107;102,"[-70.679043, -33.491919]"
8510,T-28-89-OP-20,PEDRO AGUIRRE CERDA,PH41,Av. Departamental / esq. Av. Clotario Blest,3,108;107;102,"[-70.6762, -33.494093]"
2816,T-28-235-NS-30,PEDRO AGUIRRE CERDA,PH299,Clotario Blest / esq. Av. Departamental,3,119;345;H12,"[-70.676264, -33.493507]"
8509,T-28-89-OP-15,PEDRO AGUIRRE CERDA,PH40,Av. Departamental / esq. F�lix Mendelssohn,3,108;107;102,"[-70.673584, -33.496118]"
8477,T-28-89-PO-20,PEDRO AGUIRRE CERDA,PH5,Av. Departamental / esq. F�lix Mendelssohn,3,108;107;102,"[-70.67403, -33.496041]"
2852,T-28-235-SN-25,PEDRO AGUIRRE CERDA,PH330,Clotario Blest / esq. Avenida La Marina,3,119;345;H12,"[-70.674892, -33.49096]"
4670,L-28-25-5-OP,PEDRO AGUIRRE CERDA,PH729,Avenida La Marina / esq. Av. Clotario Blest,1,H12,"[-70.674473, -33.490685]"
2815,T-28-235-NS-25,PEDRO AGUIRRE CERDA,PH298,Clotario Blest / esq. 30 de Octubre,2,119;345,"[-70.674694, -33.490327]"
2853,T-28-235-SN-30,PEDRO AGUIRRE CERDA,PH331,Clotario Blest / esq. Ramona Parra,2,119;345,"[-70.673892, -33.488942]"
4512,L-28-2-5-SN,PEDRO AGUIRRE CERDA,PH518,Abranquil / esq. Pirihueico,1,H05,"[-70.671751, -33.503847]"
4515,L-28-19-10-NS,PEDRO AGUIRRE CERDA,PH619,Reumen / esq. Pirihueico,1,H05,"[-70.670213, -33.504036]"
3150,T-28-227-NS-50,PEDRO AGUIRRE CERDA,PH270,Av. J. J. Prieto Vial / esq. Pirihueico,2,302;302N,"[-70.668397, -33.50451]"
2943,L-28-8-95-SN,PEDRO AGUIRRE CERDA,PH372,Club H�pico / esq. Departamental Ant,5,121;H02;H06;H09;H13,"[-70.671926, -33.497957]"
8478,T-28-89-PO-25,PEDRO AGUIRRE CERDA,PH6,Av. Departamental / esq. Club H�pico,3,108;107;102,"[-70.672069, -33.497476]"
8508,T-28-89-OP-10,PEDRO AGUIRRE CERDA,PH39,Av. Departamental / esq. Club H�pico,3,108;107;102,"[-70.671421, -33.497914]"
2900,L-28-8-90-NS,PEDRO AGUIRRE CERDA,PH344,Club H�pico / esq. Av. Departamental,5,121;H02;H06;H09;H13,"[-70.671655, -33.497345]"
4439,T-28-89-PO-28,PEDRO AGUIRRE CERDA,PH1518,Av. Departamental / esq. Alcibiades,1,H02,"[-70.669853, -33.499198]"
8479,T-28-89-PO-27,PEDRO AGUIRRE CERDA,PH1454,Av. Departamental / esq. Alcibiades,3,108;107;102,"[-70.669747, -33.499236]"
8507,T-28-89-OP-7,PEDRO AGUIRRE CERDA,PH1453,Av. Departamental / esq. Alcibiades,3,108;107;102,"[-70.66939, -33.49919]"
4432,T-28-89-OP-8,PEDRO AGUIRRE CERDA,PH1517,Av. Departamental / esq. Alcibiades,1,H02,"[-70.669358, -33.499143]"
3185,T-25-227-SN-10,SAN MIGUEL,PH274,Av. J. J. Prieto Vial / esq. 4� Avenida,2,302;302N,"[-70.667717, -33.504395]"
3149,T-28-227-NS-48,PEDRO AGUIRRE CERDA,PH269,Av. J. J. Prieto Vial / esq. Vecinal,2,302;302N,"[-70.667265, -33.502079]"
8480,T-28-89-PO-30,PEDRO AGUIRRE CERDA,PH7,Av. Departamental / esq. Av. J. J. Prieto Vial,3,108;107;102,"[-70.666966, -33.50028]"
4431,T-28-89-OP-5,PEDRO AGUIRRE CERDA,PH38,Av. Departamental / esq. Delta,4,H02;108;107;102,"[-70.666925, -33.500055]"
3148,T-28-227-NS-45,PEDRO AGUIRRE CERDA,PH268,Av. J. J. Prieto Vial / esq. Av. Departamental,2,302;302N,"[-70.666408, -33.500012]"
3186,T-25-227-SN-15,SAN MIGUEL,PH275,Av. J. J. Prieto Vial / esq. Trist�n Matta,3,302;302N;H02,"[-70.665581, -33.499931]"
8481,T-25-89-PO-5,SAN MIGUEL,PH8,Av. Departamental / esq. Pasaje 1,3,108;107;102,"[-70.6644, -33.500938]"
3147,T-28-227-NS-40,PEDRO AGUIRRE CERDA,PH267,Av. J. J. Prieto Vial / esq. Avenida Lazo,2,302;302N,"[-70.664966, -33.497186]"
3187,T-25-227-SN-20,SAN MIGUEL,PH276,Av. J. J. Prieto Vial / esq. Avenida Lazo,3,302;302N;H02,"[-70.664469, -33.497482]"
2944,L-28-8-85-SN,PEDRO AGUIRRE CERDA,PH373,Club H�pico / esq. Avenida Lazo,4,121;H06;H09;H13,"[-70.670436, -33.495665]"
2899,L-28-8-80-NS,PEDRO AGUIRRE CERDA,PH343,Club H�pico / esq. Avenida Lazo,4,121;H06;H09;H13,"[-70.670264, -33.495251]"
2945,L-28-8-75-SN,PEDRO AGUIRRE CERDA,PH374,Club H�pico / esq. Avenida La Marina,4,121;H06;H09;H13,"[-70.668809, -33.493217]"
4664,L-28-25-10-PO,PEDRO AGUIRRE CERDA,PH725,Avenida La Marina / esq. F�lix Mendelssohn,1,H12,"[-70.672152, -33.491749]"
4669,L-28-25-15-OP,PEDRO AGUIRRE CERDA,PH728,Avenida La Marina / esq. F�lix Mendelssohn,1,H12,"[-70.671597, -33.491788]"
4665,L-28-25-20-PO,PEDRO AGUIRRE CERDA,PH726,Avenida La Marina / esq. Club H�pico,1,H12,"[-70.66901, -33.492947]"
2898,L-28-8-70-NS,PEDRO AGUIRRE CERDA,PH342,Club H�pico / esq. Avenida La Marina,5,121;H06;H09;H12;H13,"[-70.66863, -33.492761]"
2946,L-28-8-65-SN,PEDRO AGUIRRE CERDA,PH375,Club H�pico / esq. Angel Guarello,5,121;H06;H09;H12;H13,"[-70.667546, -33.491276]"
2897,L-28-8-60-NS,PEDRO AGUIRRE CERDA,PH341,Club H�pico / esq. Angel Guarello,5,121;H06;H09;H12;H13,"[-70.667436, -33.49093]"
4618,L-28-20-5-PO,PEDRO AGUIRRE CERDA,PH625,Salesianos / esq. Historiador Vassari,3,H09;H12;H13,"[-70.664476, -33.488953]"
3874,L-26-7-15-NS,LA CISTERNA,PG426,Ciencias / esq. Zurich Sur,3,E02;E03;G18,"[-70.663946, -33.518924]"
3875,L-26-12-10-PO,LA CISTERNA,PG427,General Freire / esq. Paulina,1,E02,"[-70.661728, -33.520253]"
3978,L-26-24-10-SN,LA CISTERNA,PG464,Paulina / esq. General Freire,1,E03,"[-70.661425, -33.52046]"
3951,L-26-12-15-OP,LA CISTERNA,PG444,General Freire / esq. Paulina,2,E02;G18,"[-70.661226, -33.520267]"
3876,L-26-12-20-PO,LA CISTERNA,PG428,Parada 4 / Paradero 19 @ Gran Avenida,1,E02,"[-70.660128, -33.520576]"
3425,T-26-346-PO-5,LA CISTERNA,PG1167,Locarno / esq. Paulina,7,321;348;H03;H07;H08;I05;G12,"[-70.661259, -33.518246]"
3427,L-26-24-5-SN,LA CISTERNA,PG445,Paulina / esq. Locarno,11,321;348;E02;E03;H03;H07;H08;I05;G11;G12;G18,"[-70.660918, -33.518613]"
3424,L-26-7-10-NS,LA CISTERNA,PG425,Ciencias / esq. Sergio Ceppi,11,321;348;E02;E03;H03;H07;H08;I05;G11;G11;G18,"[-70.663254, -33.516441]"
8700,L-26-31-15-OP,LA CISTERNA,PG1438,Sergio Ceppi / esq. Ciencias,1,G12,"[-70.663076, -33.516791]"
3873,L-26-37-5-OP,LA CISTERNA,PG446,Carvajal / esq. Ciencias,3,E02;E03;G12,"[-70.662742, -33.515605]"
3423,L-26-7-5-NS,LA CISTERNA,PG1107,Ciencias / esq. Briones Luco,7,321;348;H03;H07;H08;I05;G11,"[-70.662836, -33.514794]"
1665,L-25-11-15-OP,SAN MIGUEL,PH250,Avenida Lo Ovalle / esq. 2� Transversal,8,227;321;348;H03;H07;H08;I05;G11,"[-70.661792, -33.51353]"
3386,L-26-24-1-SN,LA CISTERNA,PG1587,Paulina / esq. Santa Corina,7,321;348;H03;H07;H08;I05;G12,"[-70.661019, -33.51493]"
124,T-26-228-SN-55,LA CISTERNA,PG67,Parada 2 / Paradero 19 @ Gran Avenida,7,201;223;229;271;264N;301;329,"[-70.659661, -33.520827]"
3950,L-26-12-25-OP,LA CISTERNA,PG443,Parada 3 / Paradero 19 @ Gran Avenida,1,E02,"[-70.659245, -33.520665]"
60,T-26-228-NS-10,LA CISTERNA,PG2,Parada 1 / Paradero 19 @ Gran Avenida,7,201;223;229;271;264N;301;329,"[-70.659817, -33.520346]"
125,T-26-228-SN-60,LA CISTERNA,PG68,Parada  / (M) Lo Ovalle,7,201;223;229;271;264N;301;329,"[-70.659107, -33.518844]"
59,T-26-228-NS-5,LA CISTERNA,PG1,Parada  / (M) Lo Ovalle,15,201;223;229;271;264N;301;321;348;H03;H07;H08;I05;329;G11;G12,"[-70.659273, -33.518432]"
3877,L-26-12-30-PO,LA CISTERNA,PG429,General Freire / esq. E. Altamirano,1,E02,"[-70.656565, -33.521306]"
3385,I-26-228-NS-3,LA CISTERNA,PG1585,Parada  / Est. Intermodal @ Lo Ovalle,21,321;348;348;E02;E02;E03;E03;H03;H03;H07;H07;H08;H08;I05;I05;G11;G11;G12;G12;G18;G18,"[-70.658972, -33.517317]"
3426,T-26-228-NS-2,LA CISTERNA,PG1674,Parada  / Paradero 18 @ Gran Avenida,10,321;348;H03;H07;H08;I05;329;G11;G12;G18,"[-70.65865, -33.516236]"
1512,L-26-19-15-PO,LA CISTERNA,PG279,Parada 3 / Paradero 17 @ Gran Avenida,10,226;227;321;348;H03;H07;H08;I05;G11;G12,"[-70.658405, -33.514653]"
58,T-25-228-NS-60,SAN MIGUEL,PH123,Parada 1 / Paradero 17 @ Gran Avenida,6,201;223;229;271;264N;301,"[-70.6581, -33.514339]"
1509,T-25-449-OP-5,SAN MIGUEL,PH799,D�cima Avenida / esq. 1� Transversal,1,226,"[-70.658269, -33.513508]"
5715,L-26-44-2-PO,LA CISTERNA,PG1709,Parada 5 / Paradero 17 @ Gran Avenida,1,329,"[-70.657658, -33.515839]"
126,T-26-228-SN-65,LA CISTERNA,PG69,Parada 2 / Paradero 17 @ Gran Avenida,6,201;223;229;271;264N;301,"[-70.658001, -33.515012]"
1632,L-25-11-20-OP,SAN MIGUEL,PH249,Parada 4 / Paradero 17 @ Gran Avenida,4,226;227;329;G11,"[-70.657732, -33.514734]"
1513,L-26-19-20-PO,LA CISTERNA,PG280,Avenida Lo Ovalle / esq. Esmeralda,3,226;227;G11,"[-70.656698, -33.515014]"
1511,L-26-19-10-PO,LA CISTERNA,PG278,Avenida Lo Ovalle / esq. Ciencias,9,226;227;321;348;H03;H07;H08;I05;G11,"[-70.662598, -33.513364]"
1510,T-25-449-OP-10,SAN MIGUEL,PH790,D�cima Avenida / esq. 2� Transversal,1,226,"[-70.662125, -33.512331]"
1201,T-25-384-OP-10,SAN MIGUEL,PH222,Octava Avenida / esq. 2� Transversal,1,214,"[-70.661261, -33.510345]"
1112,T-25-391-PO-10,SAN MIGUEL,PH1448,Sexta Avenida / esq. 3� Transversal,1,214,"[-70.663192, -33.507657]"
4507,L-25-12-10-OP,SAN MIGUEL,PH514,Quinta Avenida / esq. 4� Transversal,1,H05,"[-70.662828, -33.506573]"
4518,L-25-5-5-PO,SAN MIGUEL,PH539,Cuarta Avenida / esq. 3� Transversal,1,H05,"[-70.662321, -33.505758]"
57,T-25-228-NS-55,SAN MIGUEL,PH122,Parada  / Paradero 15 @ Gran Avenida,7,201;223;226;229;271;264N;301,"[-70.657589, -33.512414]"
127,T-25-228-SN-5,SAN MIGUEL,PH124,Parada  / Paradero 15 @ Gran Avenida,7,201;223;226;229;271;264N;301,"[-70.657034, -33.511582]"
1200,T-25-384-OP-5,SAN MIGUEL,PH221,Octava Avenida / esq. 1� Transversal,1,214,"[-70.6578, -33.511374]"
1113,T-25-391-PO-5,SAN MIGUEL,PH239,Sexta Avenida / esq. 1� Transversal,1,214,"[-70.659572, -33.508769]"
4506,L-25-12-15-OP,SAN MIGUEL,PH513,Quinta Avenida / esq. 2� Transversal,1,H05,"[-70.66007, -33.507417]"
4519,L-25-5-10-PO,SAN MIGUEL,PH540,Cuarta Avenida / esq. 1� Transversal,1,H05,"[-70.658684, -33.506845]"
1114,T-25-461-SN-35,SAN MIGUEL,PH1445,Primera Transversal / esq. 4� Avenida,1,214,"[-70.658402, -33.507032]"
128,T-25-228-SN-10,SAN MIGUEL,PH125,Parada  / Paradero 14 @ Gran Avenida,7,201;223;226;229;271;264N;301,"[-70.656382, -33.50916]"
56,T-25-228-NS-50,SAN MIGUEL,PH121,Parada  / Paradero 14 @ Gran Avenida,10,201;214;223;226;229;271;264N;301;H05;H14,"[-70.656439, -33.508376]"
1115,T-25-392-PO-5,SAN MIGUEL,PH541,Cuarta Avenida / esq. Gran Avenida,2,214;H05,"[-70.656412, -33.507552]"
3949,L-26-12-35-OP,LA CISTERNA,PG442,General Freire / esq. Angamos,1,E02,"[-70.654913, -33.52152]"
5716,L-26-44-5-PO,LA CISTERNA,PG1613,Jorge C�ceres / esq. Angamos,1,329,"[-70.654029, -33.516574]"
1631,L-25-11-25-OP,SAN MIGUEL,PH248,Avenida Lo Ovalle / esq. Esmeralda,4,226;227;329;G11,"[-70.655411, -33.515198]"
1514,L-26-19-25-PO,LA CISTERNA,PG281,Avenida Lo Ovalle / esq. Angamos,3,226;227;G11,"[-70.653772, -33.515585]"
1515,L-26-19-30-PO,LA CISTERNA,PG282,Avenida Lo Ovalle / esq. Mar�a,3,226;227;G11,"[-70.651534, -33.516033]"
5717,L-26-45-5-SN,LA CISTERNA,PG1612,Avenida Mar�a / esq. Avenida Lo Ovalle,1,329,"[-70.651305, -33.516456]"
1630,L-25-11-30-OP,SAN MIGUEL,PH247,Avenida Lo Ovalle / esq. Mar�a,4,226;227;329;G11,"[-70.650942, -33.516076]"
1516,L-26-19-35-PO,LA CISTERNA,PG283,Avenida Lo Ovalle / esq. Iquique,4,226;227;329;G11,"[-70.649275, -33.516465]"
4724,L-25-17-5-PO,SAN MIGUEL,PH747,Varas Mena / esq. C. Walker Mart�nez,1,H14,"[-70.654593, -33.509459]"
4722,L-25-18-5-OP,SAN MIGUEL,PH746,Vargas Buston / esq. Gran Avenida,1,H14,"[-70.654344, -33.507733]"
55,T-25-228-NS-45,SAN MIGUEL,PH120,Parada  / Paradero 13 @ Gran Avenida,9,201;214;226;229;271;264N;301;H05;H14,"[-70.655772, -33.506024]"
129,T-25-228-SN-15,SAN MIGUEL,PH126,Parada  / Paradero 13 @ Gran Avenida,10,201;214;223;226;229;271;264N;301;H05;H14,"[-70.65534, -33.505467]"
4725,L-25-17-10-PO,SAN MIGUEL,PH748,Varas Mena / esq. Miguel Luis Cerda,1,H14,"[-70.650127, -33.510356]"
4721,L-25-18-10-OP,SAN MIGUEL,PH745,Vargas Buston / esq. San J�se,1,H14,"[-70.649927, -33.508656]"
8482,T-25-89-PO-10,SAN MIGUEL,PH9,Av. Departamental / esq. 3� Transversal,3,108;107;102,"[-70.66061, -33.501955]"
8506,T-25-89-OP-35,SAN MIGUEL,PH37,Av. Departamental / esq. Monja Alf�rez,3,108;107;102,"[-70.6633, -33.5011]"
4430,L-25-39-15-OP,SAN MIGUEL,PH1482,Carlos Edwards / esq. Monja Alf�rez,1,H02,"[-70.662571, -33.499371]"
8505,T-25-89-OP-30,SAN MIGUEL,PH36,Av. Departamental / esq. Gauss,3,108;107;102,"[-70.659867, -33.502017]"
8483,T-25-89-PO-15,SAN MIGUEL,PH10,Av. Departamental / esq. 1� Transversal,3,108;107;102,"[-70.658064, -33.502651]"
8504,T-25-89-OP-25,SAN MIGUEL,PH35,Av. Departamental / esq. San Jer�nimo,3,108;107;102,"[-70.65746, -33.502657]"
4429,L-25-39-10-OP,SAN MIGUEL,PH1484,Carlos Edwards / esq. Gauss,1,H02,"[-70.659114, -33.500298]"
4441,L-25-29-10-PO,SAN MIGUEL,PH450,San Nicol�s / esq. Gauss,1,H02,"[-70.658675, -33.497881]"
4428,L-25-39-5-OP,SAN MIGUEL,PH1485,Carlos Edwards / esq. San Jer�nimo,1,H02,"[-70.65687, -33.500885]"
4442,L-25-29-15-PO,SAN MIGUEL,PH451,San Nicol�s / esq. San Jer�nimo,1,H02,"[-70.656497, -33.498587]"
3188,T-25-227-SN-25,SAN MIGUEL,PH277,Av. J. J. Prieto Vial / esq. Avenida La Marina,2,302;302N,"[-70.663439, -33.495292]"
4440,L-25-29-5-PO,SAN MIGUEL,PH449,San Nicol�s / esq. Monja Alf�rez,1,H02,"[-70.662513, -33.496683]"
3146,T-28-227-NS-35,PEDRO AGUIRRE CERDA,PH266,Av. J. J. Prieto Vial / esq. Avenida La Marina,2,302;302N,"[-70.663733, -33.494554]"
3189,T-25-227-SN-30,SAN MIGUEL,PH278,Av. J. J. Prieto Vial / esq. Real Audiencia,2,302;302N,"[-70.662597, -33.493476]"
3145,T-28-227-NS-30,PEDRO AGUIRRE CERDA,PH265,Av. J. J. Prieto Vial / esq. �ngel Guarello,2,302;302N,"[-70.662568, -33.492089]"
4653,L-28-20-10-OP,PEDRO AGUIRRE CERDA,PH655,Salesianos / esq. Historiador Vassari,3,H09;H12;H13,"[-70.663678, -33.489024]"
4651,L-25-15-5-OP,SAN MIGUEL,PH654,Teresa Vial / esq. Av. J. J. Prieto Vial,3,H09;H12;H13,"[-70.661216, -33.491433]"
1853,T-28-227-NS-25,PEDRO AGUIRRE CERDA,PH136,Av. J. J. Prieto Vial / esq. Teresa Vial,3,201e;302;302N,"[-70.661713, -33.490237]"
1876,T-25-227-SN-35,SAN MIGUEL,PH137,Av. J. J. Prieto Vial / esq. Salesianos,6,201e;302;302N;H09;H12;H13,"[-70.661223, -33.490533]"
4619,L-28-20-15-PO,PEDRO AGUIRRE CERDA,PH626,Salesianos / esq. Romeo,3,H09;H12;H13,"[-70.66213, -33.489751]"
4652,L-28-20-5-OP,PEDRO AGUIRRE CERDA,PH1502,Salesianos / esq. Romeo,3,H09;H12;H13,"[-70.661662, -33.489668]"
4650,L-25-15-10-OP,SAN MIGUEL,PH653,Teresa Vial / esq. Sn. Ignacio de Loyola,3,H09;H12;H13,"[-70.657201, -33.492375]"
8484,E-25-89-PO-16,SAN MIGUEL,PH11,Parada 4 / (M) Departamental,3,108;107;102,"[-70.655678, -33.503421]"
54,E-25-228-NS-41,SAN MIGUEL,PH119,Parada 3 / (M) Departamental,7,201;214;223;226;229;271;264N,"[-70.655205, -33.503985]"
130,E-25-228-SN-16,SAN MIGUEL,PH127,Parada 2 / (M) Departamental,10,201;214;223;226;229;271;264N;301;H05;H14,"[-70.654901, -33.503897]"
8503,E-25-89-OP-21,SAN MIGUEL,PH34,Parada 1 / (M) Departamental,3,108;107;102,"[-70.654041, -33.503612]"
3094,T-25-228-NS-43,SAN MIGUEL,PH260,Parada 5 / (M) Departamental,3,301;H05;H14,"[-70.654932, -33.50301]"
53,T-25-228-NS-40,SAN MIGUEL,PH118,Parada  / Colegio Chile,11,201;214;223;226;229;271;264N;301;H02;H05;H14,"[-70.654451, -33.5014]"
131,T-25-228-SN-20,SAN MIGUEL,PH128,Parada  / Colegio Chile,10,201;214;223;226;229;271;264N;301;H05;H14,"[-70.654077, -33.501151]"
4443,L-25-29-20-PO,SAN MIGUEL,PH452,Parada 5 / Paradero 11 @ Gran Avenida,1,H02,"[-70.654184, -33.499305]"
132,T-25-228-SN-25,SAN MIGUEL,PH129,Parada 2 / Paradero 11 @ Gran Avenida,10,201;214;223;226;229;271;264N;301;H02;H14,"[-70.653337, -33.498504]"
52,L-25-8-10-NS,SAN MIGUEL,PH792,Parada 3 / Paradero 10 @ Gran Avenida,11,201;214;223;226;229;271;264N;301;H02;H05;H14,"[-70.653443, -33.497908]"
4427,L-25-16-5-OP,SAN MIGUEL,PH448,Parada  / (M) Lo Vial,2,H02;H05,"[-70.652665, -33.497404]"
8485,T-25-89-PO-20,SAN MIGUEL,PH12,Av. Departamental / esq. Departamental Int.,3,108;107;102,"[-70.651355, -33.504468]"
8502,T-25-89-OP-20,SAN MIGUEL,PH33,Av. Departamental / esq. Chilo�,3,108;107;102,"[-70.651623, -33.504197]"
8501,T-25-89-OP-15,SAN MIGUEL,PH32,Av. Departamental / esq. San Francisco,3,108;107;102,"[-70.648959, -33.504803]"
8486,T-25-89-PO-25,SAN MIGUEL,PH13,Av. Departamental / esq. Miguel Luis Cerda,3,108;107;102,"[-70.648514, -33.505094]"
4520,L-25-33-5-PO,SAN MIGUEL,PH542,San Nicol�s / esq. San Francisco,1,H05,"[-70.648403, -33.500621]"
4426,L-25-16-10-OP,SAN MIGUEL,PH443,Ureta Cox / esq. Chilo�,2,H02;H05,"[-70.649685, -33.498221]"
4649,L-25-15-15-OP,SAN MIGUEL,PH652,Teresa Vial / esq. Rey Alberto,3,H09;H12;H13,"[-70.65458, -33.492997]"
133,T-25-228-SN-30,SAN MIGUEL,PH130,Parada  / Paradero 9 1/2 @ Gran Avenida,10,201;214;223;226;229;271;264N;301;H02;H14,"[-70.652433, -33.495308]"
51,T-25-228-NS-30,SAN MIGUEL,PH115,Parada  / Paradero 9 1/2 @ Gran Avenida,9,201;214;223;226;229;271;264N;301;H14,"[-70.652595, -33.494891]"
4444,L-25-14-5-PO,SAN MIGUEL,PH453,Salesianos / esq. Dresden,1,H02,"[-70.648431, -33.493187]"
134,T-25-228-SN-35,SAN MIGUEL,PH131,Parada  / Paradero 9 @ Gran Avenida,10,201;214;223;226;229;271;264N;301;H02;H14,"[-70.651778, -33.492952]"
50,T-25-228-NS-25,SAN MIGUEL,PH114,Parada  / Paradero 9 @ Gran Avenida,12,201;214;223;226;229;271;264N;301;H09;H12;H13;H14,"[-70.651764, -33.491779]"
135,T-25-228-SN-40,SAN MIGUEL,PH132,Parada 2 / Paradero 8 @ Gran Avenida,9,201;214;223;226;229;271;264N;301;H14,"[-70.651119, -33.490284]"
49,T-25-228-NS-20,SAN MIGUEL,PH113,Parada 1 / Paradero 8 @ Gran Avenida,13,201;214;223;226;229;271;264N;301;H09;H09;H12;H13;H14,"[-70.651169, -33.489447]"
4624,L-25-3-5-PO,SAN MIGUEL,PH631,Parada 3 / Paradero 8 @ Gran Avenida,1,H09,"[-70.650619, -33.490119]"
5557,L-12-52-10-OP,CERRILLOS,PI1437,Las Palmas / esq. Las Am�ricas,2,I18;I25,"[-70.713175, -33.486863]"
5549,L-12-52-10-PO,CERRILLOS,PI1435,Las Palmas / esq. Las Hortensias,2,I18;I25,"[-70.713113, -33.486939]"
5550,L-12-52-15-PO,CERRILLOS,PI1438,Las Palmas / esq. Las Palmitas,2,I18;I25,"[-70.711444, -33.485852]"
5556,L-12-52-15-OP,CERRILLOS,PI1439,Las Palmas / esq. Las Palmitas,2,I18;I25,"[-70.711506, -33.485766]"
4786,L-12-23-14-SN,CERRILLOS,PI1380,Las Rosas / esq. Las Encinas,1,I01,"[-70.705804, -33.48837]"
4815,L-12-23-13-NS,CERRILLOS,PI674,Las Rosas / esq. Las Encinas,1,I01,"[-70.705544, -33.487938]"
5551,L-12-32-10-PO,CERRILLOS,PI1295,Av.Pdte. Salvador Allende / esq. Bremen,2,I18;I25,"[-70.706489, -33.483179]"
