line_id,station_id,name,status_code,status_description,date
L1,san-pablo,San Pablo,0,Estación Operativa,2025-10-25 15:30:03.454858
L1,neptuno,Neptuno,0,Estación Operativa,2025-10-25 15:30:03.454865
L1,pajaritos,Pajaritos,0,Estación Operativa,2025-10-25 15:30:03.454867
L1,las-rejas,Las Rejas,0,Estación Operativa,2025-10-25 15:30:03.454869
L1,ecuador,Ecuador,0,Estación Operativa,2025-10-25 15:30:03.454870
L1,san-alberto-hurtado,San Alberto Hurtado,0,Estación Operativa,2025-10-25 15:30:03.454872
L1,universidad-de-santiago,Universidad de Santiago,0,Estación Operativa,2025-10-25 15:30:03.454873
L1,estacia3n-central,EstaciÃ³n Central,0,Estación Operativa,2025-10-25 15:30:03.454874
L1,u-l-a,U.L.A.,0,Estación Operativa,2025-10-25 15:30:03.454875
L1,repaoblica,RepÃºblica,0,Estación Operativa,2025-10-25 15:30:03.454877
L1,los-ha-c-roes,Los HÃ©roes,0,Estación Operativa,2025-10-25 15:30:03.454878
L1,la-moneda,La Moneda,0,Estación Operativa,2025-10-25 15:30:03.454879
L1,universidad-de-chile,Universidad de Chile,0,Estación Operativa,2025-10-25 15:30:03.454880
L1,santa-lucaa,Santa LucÃ­a,0,Estación Operativa,2025-10-25 15:30:03.454882
L1,universidad-cata3lica,Universidad CatÃ³lica,0,Estación Operativa,2025-10-25 15:30:03.454883
L1,baquedano,Baquedano,0,Estación Operativa,2025-10-25 15:30:03.454884
L1,salvador,Salvador,0,Estación Operativa,2025-10-25 15:30:03.454885
L1,manuel-montt,Manuel Montt,0,Estación Operativa,2025-10-25 15:30:03.454886
L1,pedro-de-valdivia,Pedro de Valdivia,0,Estación Operativa,2025-10-25 15:30:03.454891
L1,los-leones,Los Leones,0,Estación Operativa,2025-10-25 15:30:03.454893
L1,tobalaba,Tobalaba,0,Estación Operativa,2025-10-25 15:30:03.454894
L1,el-golf,El Golf,0,Estación Operativa,2025-10-25 15:30:03.454895
