line_id,station_id,name,status_code,status_description,date
L1,san-pablo,San Pablo,0,Estación Operativa,2025-10-23 16:30:03.651064
L1,neptuno,Neptuno,0,Estación Operativa,2025-10-23 16:30:03.651070
L1,pajaritos,Pajaritos,0,Estación Operativa,2025-10-23 16:30:03.651072
L1,las-rejas,Las Rejas,0,Estación Operativa,2025-10-23 16:30:03.651074
L1,ecuador,Ecuador,0,Estación Operativa,2025-10-23 16:30:03.651075
L1,san-alberto-hurtado,San Alberto Hurtado,0,Estación Operativa,2025-10-23 16:30:03.651080
L1,universidad-de-santiago,Universidad de Santiago,0,Estación Operativa,2025-10-23 16:30:03.651081
L1,estacion-central,Estación Central,0,Estación Operativa,2025-10-23 16:30:03.651082
L1,u-l-a,U.L.A.,0,Estación Operativa,2025-10-23 16:30:03.651083
L1,republica,República,0,Estación Operativa,2025-10-23 16:30:03.651084
L1,los-heroes,Los Héroes,0,Estación Operativa,2025-10-23 16:30:03.651085
L1,la-moneda,La Moneda,0,Estación Operativa,2025-10-23 16:30:03.651087
L1,universidad-de-chile,Universidad de Chile,0,Estación Operativa,2025-10-23 16:30:03.651088
L1,santa-lucia,Santa Lucía,0,Estación Operativa,2025-10-23 16:30:03.651089
L1,universidad-catolica,Universidad Católica,0,Estación Operativa,2025-10-23 16:30:03.651090
L1,baquedano,Baquedano,0,Estación Operativa,2025-10-23 16:30:03.651091
L1,salvador,Salvador,0,Estación Operativa,2025-10-23 16:30:03.651092
L1,manuel-montt,Manuel Montt,0,Estación Operativa,2025-10-23 16:30:03.651093
L1,pedro-de-valdivia,Pedro de Valdivia,0,Estación Operativa,2025-10-23 16:30:03.651096
L1,los-leones,Los Leones,0,Estación Operativa,2025-10-23 16:30:03.651097
L1,tobalaba,Tobalaba,0,Estación Operativa,2025-10-23 16:30:03.651098
L1,el-golf,El Golf,0,Estación Operativa,2025-10-23 16:30:03.651100
L1,alcantara,Alcántara,0,Estación Operativa,2025-10-23 16:30:03.651101
L1,escuela-militar,Escuela Militar,0,Estación Operativa,2025-10-23 16:30:03.651102
L1,manquehue,Manquehue,0,Estación Operativa,2025-10-23 16:30:03.651103
L1,hernando-de-magallanes,Hernando de Magallanes,0,Estación Operativa,2025-10-23 16:30:03.651104
L1,los-dominicos,Los Dominicos,0,Estación Operativa,2025-10-23 16:30:03.651105
L2,vespucio-norte,Vespucio Norte,0,Estación Operativa,2025-10-23 16:30:03.651116
L2,zapadores,Zapadores,0,Estación Operativa,2025-10-23 16:30:03.651118
L2,dorsal,Dorsal,0,Estación Operativa,2025-10-23 16:30:03.651119
L2,einstein,Einstein,0,Estación Operativa,2025-10-23 16:30:03.651120
L2,cementerios,Cementerios,0,Estación Operativa,2025-10-23 16:30:03.651121
L2,cerro-blanco,Cerro Blanco,0,Estación Operativa,2025-10-23 16:30:03.651122
L2,patronato,Patronato,0,Estación Operativa,2025-10-23 16:30:03.651123
L2,puente-cal-y-canto,Puente Cal y Canto,0,Estación Operativa,2025-10-23 16:30:03.651125
L2,santa-ana,Santa Ana,0,Estación Operativa,2025-10-23 16:30:03.651126
L2,los-heroes,Los Héroes,0,Estación Operativa,2025-10-23 16:30:03.651127
L2,toesca,Toesca,0,Estación Operativa,2025-10-23 16:30:03.651130
L2,parque-ohiggins,Parque O'Higgins,0,Estación Operativa,2025-10-23 16:30:03.651131
L2,rondizzoni,Rondizzoni,0,Estación Operativa,2025-10-23 16:30:03.651132
L2,franklin,Franklin,0,Estación Operativa,2025-10-23 16:30:03.651133
L2,el-llano,El Llano,0,Estación Operativa,2025-10-23 16:30:03.651134
L2,san-miguel,San Miguel,0,Estación Operativa,2025-10-23 16:30:03.651137
L2,lo-vial,Lo Vial,0,Estación Operativa,2025-10-23 16:30:03.651138
L2,departamental,Departamental,0,Estación Operativa,2025-10-23 16:30:03.651139
L2,ciudad-del-nino,Ciudad del Niño,0,Estación Operativa,2025-10-23 16:30:03.651140
L2,lo-ovalle,Lo Ovalle,0,Estación Operativa,2025-10-23 16:30:03.651141
L2,el-parron,El Parrón,0,Estación Operativa,2025-10-23 16:30:03.651143
L2,la-cisterna,La Cisterna,0,Estación Operativa,2025-10-23 16:30:03.651144
L2,el-bosque,El Bosque,0,Estación Operativa,2025-10-23 16:30:03.651145
L2,observatorio,Observatorio,0,Estación Operativa,2025-10-23 16:30:03.651146
L2,copa-lo-martinez,Copa Lo Martinez,0,Estación Operativa,2025-10-23 16:30:03.651147
L2,hospital-el-pino,Hospital El Pino,0,Estación Operativa,2025-10-23 16:30:03.651148
L3,plaza-quilicura,Plaza Quilicura,0,Estación Operativa,2025-10-23 16:30:03.651156
L3,lo-cruzat,Lo Cruzat,0,Estación Operativa,2025-10-23 16:30:03.651158
L3,ferrocarril,Ferrocarril,0,Estación Operativa,2025-10-23 16:30:03.651159
L3,los-libertadores,Los Libertadores,0,Estación Operativa,2025-10-23 16:30:03.651160
L3,cardenal-caro,Cardenal Caro,0,Estación Operativa,2025-10-23 16:30:03.651164
L3,vivaceta,Vivaceta,0,Estación Operativa,2025-10-23 16:30:03.651165
L3,conchali,Conchalí,0,Estación Operativa,2025-10-23 16:30:03.651166
L3,plaza-chacabuco,Plaza Chacabuco,0,Estación Operativa,2025-10-23 16:30:03.651167
L3,hospitales,Hospitales,0,Estación Operativa,2025-10-23 16:30:03.651168
L3,puente-cal-y-canto,Puente Cal y Canto,0,Estación Operativa,2025-10-23 16:30:03.651169
L3,plaza-de-armas,Plaza de Armas,0,Estación Operativa,2025-10-23 16:30:03.651170
L3,universidad-de-chile,Universidad de Chile,0,Estación Operativa,2025-10-23 16:30:03.651171
L3,parque-almagro,Parque Almagro,0,Estación Operativa,2025-10-23 16:30:03.651173
L3,matta,Matta,0,Estación Operativa,2025-10-23 16:30:03.651174
L3,irarrazaval,Irarrázaval,0,Estación Operativa,2025-10-23 16:30:03.651176
L3,monsenor-eyzaguirre,Monseñor Eyzaguirre,0,Estación Operativa,2025-10-23 16:30:03.651177
L3,nunoa,Ñuñoa,0,Estación Operativa,2025-10-23 16:30:03.651178
L3,chile-espana,Chile España,0,Estación Operativa,2025-10-23 16:30:03.651179
L3,villa-frei,Villa Frei,0,Estación Operativa,2025-10-23 16:30:03.651180
L3,plaza-egana,Plaza Egaña,0,Estación Operativa,2025-10-23 16:30:03.651181
L3,fernando-castillo-velasco,Fernando Castillo Velasco,0,Estación Operativa,2025-10-23 16:30:03.651182
L4,tobalaba,Tobalaba,0,Estación Operativa,2025-10-23 16:30:03.651187
L4,cristobal-colon,Cristóbal Colón,0,Estación Operativa,2025-10-23 16:30:03.651188
L4,francisco-bilbao,Francisco Bilbao,0,Estación Operativa,2025-10-23 16:30:03.651191
L4,principe-de-gales,Príncipe de Gales,0,Estación Operativa,2025-10-23 16:30:03.651193
L4,simon-bolivar,Simón Bolivar,0,Estación Operativa,2025-10-23 16:30:03.651194
L4,plaza-egana,Plaza Egaña,0,Estación Operativa,2025-10-23 16:30:03.651195
L4,los-orientales,Los Orientales,0,Estación Operativa,2025-10-23 16:30:03.651196
L4,grecia,Grecia,0,Estación Operativa,2025-10-23 16:30:03.651197
L4,los-presidentes,Los Presidentes,0,Estación Operativa,2025-10-23 16:30:03.651198
L4,quilin,Quilín,0,Estación Operativa,2025-10-23 16:30:03.651199
L4,las-torres,Las Torres,0,Estación Operativa,2025-10-23 16:30:03.651201
L4,macul,Macul,0,Estación Operativa,2025-10-23 16:30:03.651202
L4,vicuna-mackenna,Vicuña Mackenna,0,Estación Operativa,2025-10-23 16:30:03.651203
L4,vicente-valdes,Vicente Valdés,0,Estación Operativa,2025-10-23 16:30:03.651204
L4,rojas-magallanes,Rojas Magallanes,0,Estación Operativa,2025-10-23 16:30:03.651205
L4,trinidad,Trinidad,0,Estación Operativa,2025-10-23 16:30:03.651207
L4,san-jose-de-la-estrella,San José de la Estrella,0,Estación Operativa,2025-10-23 16:30:03.651210
L4,los-quillayes,Los Quillayes,0,Estación Operativa,2025-10-23 16:30:03.651211
L4,elisa-correa,Elisa Correa,0,Estación Operativa,2025-10-23 16:30:03.651212
L4,hospital-sotero-del-rio,Hospital Sótero del Río,0,Estación Operativa,2025-10-23 16:30:03.651213
L4,protectora-de-la-infancia,Protectora de la Infancia,0,Estación Operativa,2025-10-23 16:30:03.651214
L4,las-mercedes,Las Mercedes,0,Estación Operativa,2025-10-23 16:30:03.651215
L4,plaza-de-puente-alto,Plaza de Puente Alto,0,Estación Operativa,2025-10-23 16:30:03.651226
L4A,vicuna-mackenna,Vicuña Mackenna,0,Estación Operativa,2025-10-23 16:30:03.651231
L4A,santa-julia,Santa Julia,0,Estación Operativa,2025-10-23 16:30:03.651232
L4A,la-granja,La Granja,0,Estación Operativa,2025-10-23 16:30:03.651233
L4A,santa-rosa,Santa Rosa,0,Estación Operativa,2025-10-23 16:30:03.651234
L4A,san-ramon,San Ramón,0,Estación Operativa,2025-10-23 16:30:03.651235
L4A,la-cisterna,La Cisterna,0,Estación Operativa,2025-10-23 16:30:03.651236
L5,plaza-de-maipu,Plaza de Maipú,0,Estación Operativa,2025-10-23 16:30:03.651241
L5,santiago-bueras,Santiago Bueras,0,Estación Operativa,2025-10-23 16:30:03.651242
L5,del-sol,Del Sol,0,Estación Operativa,2025-10-23 16:30:03.651243
L5,monte-tabor,Monte Tabor,0,Estación Operativa,2025-10-23 16:30:03.651246
L5,las-parcelas,Las Parcelas,0,Estación Operativa,2025-10-23 16:30:03.651247
L5,laguna-sur,Laguna Sur,0,Estación Operativa,2025-10-23 16:30:03.651248
L5,barrancas,Barrancas,0,Estación Operativa,2025-10-23 16:30:03.651249
L5,pudahuel,Pudahuel,0,Estación Operativa,2025-10-23 16:30:03.651250
L5,san-pablo,San Pablo,0,Estación Operativa,2025-10-23 16:30:03.651252
L5,lo-prado,Lo Prado,0,Estación Operativa,2025-10-23 16:30:03.651253
L5,blanqueado,Blanqueado,0,Estación Operativa,2025-10-23 16:30:03.651254
L5,gruta-de-lourdes,Gruta de Lourdes,0,Estación Operativa,2025-10-23 16:30:03.651255
L5,quinta-normal,Quinta Normal,0,Estación Operativa,2025-10-23 16:30:03.651258
L5,cumming,Cumming,0,Estación Operativa,2025-10-23 16:30:03.651259
L5,santa-ana,Santa Ana,0,Estación Operativa,2025-10-23 16:30:03.651260
L5,plaza-de-armas,Plaza de Armas,0,Estación Operativa,2025-10-23 16:30:03.651261
L5,bellas-artes,Bellas Artes,0,Estación Operativa,2025-10-23 16:30:03.651262
L5,baquedano,Baquedano,0,Estación Operativa,2025-10-23 16:30:03.651263
L5,parque-bustamante,Parque Bustamante,0,Estación Operativa,2025-10-23 16:30:03.651264
L5,santa-isabel,Santa Isabel,0,Estación Operativa,2025-10-23 16:30:03.651265
L5,irarrazaval,Irarrázaval,0,Estación Operativa,2025-10-23 16:30:03.651266
L5,nuble,Ñuble,0,Estación Operativa,2025-10-23 16:30:03.651267
L5,rodrigo-de-araya,Rodrigo de Araya,0,Estación Operativa,2025-10-23 16:30:03.651268
L5,carlos-valdovinos,Carlos Valdovinos,0,Estación Operativa,2025-10-23 16:30:03.651269
L5,camino-agricola,Camino Agrícola,0,Estación Operativa,2025-10-23 16:30:03.651271
L5,san-joaquin,San Joaquín,0,Estación Operativa,2025-10-23 16:30:03.651272
L5,pedrero,Pedrero,0,Estación Operativa,2025-10-23 16:30:03.651273
L5,mirador,Mirador,0,Estación Operativa,2025-10-23 16:30:03.651274
L5,bellavista-de-la-florida,Bellavista de La Florida,0,Estación Operativa,2025-10-23 16:30:03.651275
L5,vicente-valdes,Vicente Valdés,0,Estación Operativa,2025-10-23 16:30:03.651276
L6,cerrillos,Cerrillos,0,Estación Operativa,2025-10-23 16:30:03.651280
L6,lo-valledor,Lo Valledor,0,Estación Operativa,2025-10-23 16:30:03.651281
L6,pdte-pedro-aguirre-cerda,Pdte. Pedro Aguirre Cerda,0,Estación Operativa,2025-10-23 16:30:03.651284
L6,franklin,Franklin,0,Estación Operativa,2025-10-23 16:30:03.651285
L6,bio-bio,Bío Bío,0,Estación Operativa,2025-10-23 16:30:03.651286
L6,nuble,Ñuble,0,Estación Operativa,2025-10-23 16:30:03.651287
L6,estadio-nacional,Estadio Nacional,0,Estación Operativa,2025-10-23 16:30:03.651288
L6,nunoa,Ñuñoa,0,Estación Operativa,2025-10-23 16:30:03.651289
L6,ines-de-suarez,Inés de Suárez,0,Estación Operativa,2025-10-23 16:30:03.651290
L6,los-leones,Los Leones,0,Estación Operativa,2025-10-23 16:30:03.651291
