line_id,station_id,name,status_code,status_description,date
L1,san-pablo,San Pablo,0,Estación Operativa,2025-10-25 06:30:03.304505
L1,neptuno,Neptuno,0,Estación Operativa,2025-10-25 06:30:03.304511
L1,pajaritos,Pajaritos,0,Estación Operativa,2025-10-25 06:30:03.304513
L1,las-rejas,Las Rejas,0,Estación Operativa,2025-10-25 06:30:03.304515
L1,ecuador,Ecuador,0,Estación Operativa,2025-10-25 06:30:03.304516
L1,san-alberto-hurtado,San Alberto Hurtado,0,Estación Operativa,2025-10-25 06:30:03.304517
L1,universidad-de-santiago,Universidad de Santiago,0,Estación Operativa,2025-10-25 06:30:03.304519
L1,estacia3n-central,EstaciÃ³n Central,0,Estación Operativa,2025-10-25 06:30:03.304520
L1,u-l-a,U.L.A.,0,Estación Operativa,2025-10-25 06:30:03.304521
L1,repaoblica,RepÃºblica,0,Estación Operativa,2025-10-25 06:30:03.304522
L1,los-ha-c-roes,Los HÃ©roes,0,Estación Operativa,2025-10-25 06:30:03.304523
L1,la-moneda,La Moneda,0,Estación Operativa,2025-10-25 06:30:03.304524
L1,universidad-de-chile,Universidad de Chile,0,Estación Operativa,2025-10-25 06:30:03.304525
L1,santa-lucaa,Santa LucÃ­a,0,Estación Operativa,2025-10-25 06:30:03.304526
L1,universidad-cata3lica,Universidad CatÃ³lica,0,Estación Operativa,2025-10-25 06:30:03.304527
L1,baquedano,Baquedano,0,Estación Operativa,2025-10-25 06:30:03.304528
L1,salvador,Salvador,0,Estación Operativa,2025-10-25 06:30:03.304530
L1,manuel-montt,Manuel Montt,0,Estación Operativa,2025-10-25 06:30:03.304531
L1,pedro-de-valdivia,Pedro de Valdivia,0,Estación Operativa,2025-10-25 06:30:03.304535
L1,los-leones,Los Leones,0,Estación Operativa,2025-10-25 06:30:03.304536
L1,tobalaba,Tobalaba,0,Estación Operativa,2025-10-25 06:30:03.304537
L1,el-golf,El Golf,0,Estación Operativa,2025-10-25 06:30:03.304538
L1,alca-ntara,AlcÃ¡ntara,0,Estación Operativa,2025-10-25 06:30:03.304540
L1,escuela-militar,Escuela Militar,0,Estación Operativa,2025-10-25 06:30:03.304541
L1,manquehue,Manquehue,0,Estación Operativa,2025-10-25 06:30:03.304542
L1,hernando-de-magallanes,Hernando de Magallanes,0,Estación Operativa,2025-10-25 06:30:03.304543
L1,los-dominicos,Los Dominicos,0,Estación Operativa,2025-10-25 06:30:03.304544
L2,vespucio-norte,Vespucio Norte,0,Estación Operativa,2025-10-25 06:30:03.304555
L2,zapadores,Zapadores,0,Estación Operativa,2025-10-25 06:30:03.304557
L2,dorsal,Dorsal,0,Estación Operativa,2025-10-25 06:30:03.304558
L2,einstein,Einstein,0,Estación Operativa,2025-10-25 06:30:03.304559
L2,cementerios,Cementerios,0,Estación Operativa,2025-10-25 06:30:03.304560
L2,cerro-blanco,Cerro Blanco,0,Estación Operativa,2025-10-25 06:30:03.304561
L2,patronato,Patronato,0,Estación Operativa,2025-10-25 06:30:03.304562
L2,puente-cal-y-canto,Puente Cal y Canto,0,Estación Operativa,2025-10-25 06:30:03.304563
L2,santa-ana,Santa Ana,0,Estación Operativa,2025-10-25 06:30:03.304564
L2,los-ha-c-roes,Los HÃ©roes,0,Estación Operativa,2025-10-25 06:30:03.304566
L2,toesca,Toesca,0,Estación Operativa,2025-10-25 06:30:03.304569
L2,parque-ohiggins,Parque O'Higgins,0,Estación Operativa,2025-10-25 06:30:03.304570
L2,rondizzoni,Rondizzoni,0,Estación Operativa,2025-10-25 06:30:03.304571
L2,franklin,Franklin,0,Estación Operativa,2025-10-25 06:30:03.304572
L2,el-llano,El Llano,0,Estación Operativa,2025-10-25 06:30:03.304573
L2,san-miguel,San Miguel,0,Estación Operativa,2025-10-25 06:30:03.304574
L2,lo-vial,Lo Vial,0,Estación Operativa,2025-10-25 06:30:03.304575
L2,departamental,Departamental,0,Estación Operativa,2025-10-25 06:30:03.304577
L2,ciudad-del-nia-o,Ciudad del NiÃ±o,0,Estación Operativa,2025-10-25 06:30:03.304578
L2,lo-ovalle,Lo Ovalle,0,Estación Operativa,2025-10-25 06:30:03.304585
L2,el-parra3n,El ParrÃ³n,0,Estación Operativa,2025-10-25 06:30:03.304586
L2,la-cisterna,La Cisterna,0,Estación Operativa,2025-10-25 06:30:03.304587
L2,el-bosque,El Bosque,0,Estación Operativa,2025-10-25 06:30:03.304588
L2,observatorio,Observatorio,0,Estación Operativa,2025-10-25 06:30:03.304589
L2,copa-lo-martinez,Copa Lo Martinez,0,Estación Operativa,2025-10-25 06:30:03.304590
L2,hospital-el-pino,Hospital El Pino,0,Estación Operativa,2025-10-25 06:30:03.304591
L3,plaza-quilicura,Plaza Quilicura,0,Estación Operativa,2025-10-25 06:30:03.304599
L3,lo-cruzat,Lo Cruzat,0,Estación Operativa,2025-10-25 06:30:03.304600
L3,ferrocarril,Ferrocarril,0,Estación Operativa,2025-10-25 06:30:03.304601
L3,los-libertadores,Los Libertadores,0,Estación Operativa,2025-10-25 06:30:03.304602
L3,cardenal-caro,Cardenal Caro,0,Estación Operativa,2025-10-25 06:30:03.304606
L3,vivaceta,Vivaceta,0,Estación Operativa,2025-10-25 06:30:03.304607
L3,conchala,ConchalÃ­,0,Estación Operativa,2025-10-25 06:30:03.304608
L3,plaza-chacabuco,Plaza Chacabuco,0,Estación Operativa,2025-10-25 06:30:03.304609
L3,hospitales,Hospitales,0,Estación Operativa,2025-10-25 06:30:03.304610
L3,puente-cal-y-canto,Puente Cal y Canto,0,Estación Operativa,2025-10-25 06:30:03.304611
L3,plaza-de-armas,Plaza de Armas,0,Estación Operativa,2025-10-25 06:30:03.304612
L3,universidad-de-chile,Universidad de Chile,0,Estación Operativa,2025-10-25 06:30:03.304613
L3,parque-almagro,Parque Almagro,0,Estación Operativa,2025-10-25 06:30:03.304614
L3,matta,Matta,0,Estación Operativa,2025-10-25 06:30:03.304616
L3,irarra-zaval,IrarrÃ¡zaval,0,Estación Operativa,2025-10-25 06:30:03.304617
L3,monsea-or-eyzaguirre,MonseÃ±or Eyzaguirre,0,Estación Operativa,2025-10-25 06:30:03.304618
L3,aua-oa,ÃuÃ±oa,0,Estación Operativa,2025-10-25 06:30:03.304619
L3,chile-espaa-a,Chile EspaÃ±a,0,Estación Operativa,2025-10-25 06:30:03.304620
L3,villa-frei,Villa Frei,0,Estación Operativa,2025-10-25 06:30:03.304621
L3,plaza-egaa-a,Plaza EgaÃ±a,0,Estación Operativa,2025-10-25 06:30:03.304622
L3,fernando-castillo-velasco,Fernando Castillo Velasco,0,Estación Operativa,2025-10-25 06:30:03.304623
L4,tobalaba,Tobalaba,0,Estación Operativa,2025-10-25 06:30:03.304630
L4,crista3bal-cola3n,CristÃ³bal ColÃ³n,0,Estación Operativa,2025-10-25 06:30:03.304631
L4,francisco-bilbao,Francisco Bilbao,0,Estación Operativa,2025-10-25 06:30:03.304634
L4,prancipe-de-gales,PrÃ­ncipe de Gales,0,Estación Operativa,2025-10-25 06:30:03.304636
