line_id,station_id,name,status_code,status_description,date
L1,san-pablo,San Pablo,0,Estación Operativa,2025-10-17 15:30:03.708069
L1,neptuno,Neptuno,0,Estación Operativa,2025-10-17 15:30:03.708076
L1,pajaritos,Pajaritos,0,Estación Operativa,2025-10-17 15:30:03.708078
L1,las-rejas,Las Rejas,0,Estación Operativa,2025-10-17 15:30:03.708079
L1,ecuador,Ecuador,0,Estación Operativa,2025-10-17 15:30:03.708081
L1,san-alberto-hurtado,San Alberto Hurtado,0,Estación Operativa,2025-10-17 15:30:03.708082
L1,universidad-de-santiago,Universidad de Santiago,0,Estación Operativa,2025-10-17 15:30:03.708083
L1,estacion-central,Estación Central,0,Estación Operativa,2025-10-17 15:30:03.708085
L1,u-l-a,U.L.A.,0,Estación Operativa,2025-10-17 15:30:03.708086
L1,republica,República,0,Estación Operativa,2025-10-17 15:30:03.708087
L1,los-heroes,Los Héroes,0,Estación Operativa,2025-10-17 15:30:03.708088
L1,la-moneda,La Moneda,0,Estación Operativa,2025-10-17 15:30:03.708089
L1,universidad-de-chile,Universidad de Chile,0,Estación Operativa,2025-10-17 15:30:03.708091
L1,santa-lucia,Santa Lucía,0,Estación Operativa,2025-10-17 15:30:03.708092
L1,universidad-catolica,Universidad Católica,0,Estación Operativa,2025-10-17 15:30:03.708093
L1,baquedano,Baquedano,0,Estación Operativa,2025-10-17 15:30:03.708094
L1,salvador,Salvador,0,Estación Operativa,2025-10-17 15:30:03.708095
L1,manuel-montt,Manuel Montt,0,Estación Operativa,2025-10-17 15:30:03.708096
L1,pedro-de-valdivia,Pedro de Valdivia,0,Estación Operativa,2025-10-17 15:30:03.708101
L1,los-leones,Los Leones,0,Estación Operativa,2025-10-17 15:30:03.708102
L1,tobalaba,Tobalaba,0,Estación Operativa,2025-10-17 15:30:03.708103
L1,el-golf,El Golf,0,Estación Operativa,2025-10-17 15:30:03.708105
L1,alcantara,Alcántara,0,Estación Operativa,2025-10-17 15:30:03.708106
L1,escuela-militar,Escuela Militar,0,Estación Operativa,2025-10-17 15:30:03.708107
L1,manquehue,Manquehue,0,Estación Operativa,2025-10-17 15:30:03.708110
L1,hernando-de-magallanes,Hernando de Magallanes,0,Estación Operativa,2025-10-17 15:30:03.708111
L1,los-dominicos,Los Dominicos,0,Estación Operativa,2025-10-17 15:30:03.708112
L2,vespucio-norte,Vespucio Norte,0,Estación Operativa,2025-10-17 15:30:03.708124
L2,zapadores,Zapadores,0,Estación Operativa,2025-10-17 15:30:03.708126
L2,dorsal,Dorsal,0,Estación Operativa,2025-10-17 15:30:03.708127
L2,einstein,Einstein,0,Estación Operativa,2025-10-17 15:30:03.708128
L2,cementerios,Cementerios,0,Estación Operativa,2025-10-17 15:30:03.708129
L2,cerro-blanco,Cerro Blanco,0,Estación Operativa,2025-10-17 15:30:03.708130
L2,patronato,Patronato,0,Estación Operativa,2025-10-17 15:30:03.708132
L2,puente-cal-y-canto,Puente Cal y Canto,0,Estación Operativa,2025-10-17 15:30:03.708133
L2,santa-ana,Santa Ana,0,Estación Operativa,2025-10-17 15:30:03.708134
L2,los-heroes,Los Héroes,0,Estación Operativa,2025-10-17 15:30:03.708135
L2,toesca,Toesca,0,Estación Operativa,2025-10-17 15:30:03.708139
L2,parque-ohiggins,Parque O'Higgins,0,Estación Operativa,2025-10-17 15:30:03.708140
L2,rondizzoni,Rondizzoni,0,Estación Operativa,2025-10-17 15:30:03.708141
L2,franklin,Franklin,0,Estación Operativa,2025-10-17 15:30:03.708142
L2,el-llano,El Llano,0,Estación Operativa,2025-10-17 15:30:03.708143
L2,san-miguel,San Miguel,0,Estación Operativa,2025-10-17 15:30:03.708144
L2,lo-vial,Lo Vial,0,Estación Operativa,2025-10-17 15:30:03.708145
L2,departamental,Departamental,0,Estación Operativa,2025-10-17 15:30:03.708146
L2,ciudad-del-nino,Ciudad del Niño,0,Estación Operativa,2025-10-17 15:30:03.708148
L2,lo-ovalle,Lo Ovalle,0,Estación Operativa,2025-10-17 15:30:03.708149
L2,el-parron,El Parrón,0,Estación Operativa,2025-10-17 15:30:03.708150
L2,la-cisterna,La Cisterna,0,Estación Operativa,2025-10-17 15:30:03.708151
L2,el-bosque,El Bosque,0,Estación Operativa,2025-10-17 15:30:03.708152
L2,observatorio,Observatorio,0,Estación Operativa,2025-10-17 15:30:03.708153
L2,copa-lo-martinez,Copa Lo Martinez,0,Estación Operativa,2025-10-17 15:30:03.708154
L2,hospital-el-pino,Hospital El Pino,0,Estación Operativa,2025-10-17 15:30:03.708155
L3,plaza-quilicura,Plaza Quilicura,0,Estación Operativa,2025-10-17 15:30:03.708163
L3,lo-cruzat,Lo Cruzat,0,Estación Operativa,2025-10-17 15:30:03.708164
L3,ferrocarril,Ferrocarril,0,Estación Operativa,2025-10-17 15:30:03.708165
